-604346.3177,77
-603898.81941,77
-602917.56873,68
-602534.19399,65
-602380.1943,79
-602050.03469,71
-601697.65991,70
-601507.1597,74
-601223.15984,76
-600727.28518,67
-600519.29067,85
-599721.55405,91
-570905.82204,99
-570303.32401,110
-569988.82459,88
-569696.44996,106
-568322.00257,86
-568066.6278,91
-567949.1279,90
-567590.02364,87
-567148.64829,82
-566943.64829,81
-566738.64921,78
-566467.77161,78
-566161.13444,95
-565645.95814,100
-565611.52101,89
-565417.02122,77
-564771.14422,78
-564467.14407,83
-564313.26907,79
-563816.89368,79
-563740.89368,82
-563365.39418,84
-562905.51851,92
-562317.14517,82
-562115.14546,83
-561856.27128,86
-561417.39674,92
-561237.35985,96
-560829.42314,87
-560688.92304,81
-559694.17306,82
-559336.79917,100
-559033.27454,73
-558763.2747,87
-558492.27529,83
-558112.9015,79
-558050.90136,82
-557304.02642,82
-556909.15643,83
-556821.1518,87
-556749.81903,84
-556745.81903,81
-556743.81903,82
-556735.81903,82
-556733.81903,82
-556724.81906,89
-556718.81903,88
-556713.81903,88
-556710.81903,89
-556559.58482,92
-556556.58482,90
-556549.58482,95
-556544.58482,95
-556539.58482,95
-556538.58482,95
-556533.58482,95
-556528.58485,93
-556521.58482,95
-556518.58485,94
-556426.34318,78
-556188.34285,76
-555722.46821,78
-555600.46856,77
-554842.12072,75
-554753.12104,76
-554194.15965,93
-554141.22252,70
-553781.72238,81
-553507.16362,75
-553092.16491,80
-552443.78975,75
-552338.41472,95
-551855.91529,77
-551554.54014,76
-551284.04041,89
-550981.16572,79
-550620.16567,79
-550511.79067,90
-550142.29055,88
-549857.66582,77
-549483.66628,129
-549345.29112,76
-548397.91673,89
-547222.17626,83
-546488.18113,79
-546197.74363,78
-545953.24359,78
-545703.36885,77
-545501.36918,78
-544777.49433,76
-544451.62678,88
-544298.6192,79
-543723.74481,79
-543550.74496,75
-543398.74451,62
-542864.36991,68
-542750.86991,74
-542374.97135,81
-542109.97136,62
-541698.47151,80
-541536.97371,85
-541090.40941,86
-540909.41191,90
-540474.50805,95
-539920.00743,136
-539717.50748,103
-538876.66074,106
-538601.78467,97
-538128.2848,95
-537412.41025,116
-537263.41052,94
-536780.90274,86
-536126.40269,102
-535818.04348,103
-535535.02758,116
-535059.64083,97
-534566.26579,106
-534110.26593,97
-533823.8909,99
-532654.64073,95
-532488.64946,96
-531739.26638,85
-531497.91048,103
-531257.40708,82
-531056.51731,84
-530766.01731,85
-530265.64204,90
-530037.14167,97
-529786.76688,81
-528952.89531,90
-528466.01777,98
-528274.01775,83
-527848.64293,81
-527682.64358,87
-527383.76841,88
-527141.76826,91
-526783.89418,91
-526445.39379,83
-526154.0195,88
-525893.019,88
-525108.14434,88
-524846.76914,95
-524726.76917,92
-524384.34742,86
-524036.84699,87
-523694.84707,93
-523520.84707,67
-523213.80411,60
-522878.80427,68
-522532.92908,65
-522155.55405,61
-521990.05405,70
-521206.17919,83
-521050.17951,99
-520616.30435,98
-520343.43588,90
-520025.92984,88
-519851.42961,88
-519409.05446,99
-519237.05464,86
-519060.67993,86
-518731.67953,86
-518334.30561,89
-517912.43077,87
-517787.93069,90
-516809.18086,87
-483734.85312,87
-483479.85318,99
-483182.48236,98
-483084.98239,96
-482572.10317,96
-482465.10366,96
-481918.22926,97
-481802.2326,99
-481460.23286,100
-481015.7324,93
-480822.34978,91
-480542.84989,92
-480374.84989,90
-479141.4755,131
-478460.10019,117
-478205.63891,127
-477221.829,114
-476836.95109,97
-475474.18618,80
-475112.81209,80
-474831.31205,81
-474552.43705,82
-474223.93716,80
-473162.68601,80
-472794.81056,85
-472442.32506,81
-472073.71366,86
-471860.27677,89
-471702.69028,118
-471140.4928,108
-470921.05562,93
-470204.03333,80
-469391.15973,87
-468954.74963,96
-468724.81327,83
-468441.81329,84
-468335.31331,90
-467959.93895,104
-467675.06467,94
-466612.00133,103
-466404.05252,105
-466347.11539,78
-466088.11527,93
-465920.61502,83
-465626.24211,95
-465353.74184,107
-464972.72513,107
-463645.35003,101
-463009.97512,101
-462927.26772,88
-462921.26772,88
-462916.26772,87
-462913.26775,87
-462910.26772,87
-462905.26772,89
-462873.68218,88
-462411.68207,84
-462107.81837,84
-461943.3184,71
-461672.43249,80
-461035.03261,74
-460748.94614,84
-460669.00901,80
-460389.50827,82
-460062.63321,77
-459802.6328,79
-459683.13247,81
-459153.25784,80
-458864.88189,80
-458692.79709,84
-458547.36101,76
-458297.86108,78
-458151.86078,67
-457812.98568,79
-457567.98914,97
-456451.23794,78
-456389.23794,90
-455813.27656,95
-455073.88257,108
