-559218.63291,84
-558733.25847,85
-558157.38453,85
-557955.88354,82
-557602.91113,147
-557078.00557,100
-556929.48211,95
-556715.98242,96
-556177.60763,95
-556020.10738,94
-555702.2447,91
-555327.73279,94
-555105.35784,85
-554758.35771,82
-554502.98282,91
-553527.91394,103
-553388.91427,94
-552947.03921,90
-552619.16419,87
-552435.66419,84
-552241.66481,86
-551795.66481,83
-551655.6645,87
-551243.78944,78
-550990.78994,77
-550590.8175,120
-550401.28228,109
-550216.32925,92
-549935.32955,99
-549701.95408,87
-549151.70432,101
-549014.76712,93
-548721.16935,107
-548479.09135,125
-548198.17428,80
-547843.20525,80
-547651.20531,80
-547179.83065,80
-547041.33452,80
-546665.83465,79
-546436.96549,80
-546268.46029,78
-545849.58529,79
-545669.58529,79
-545106.71036,78
-544879.71031,79
-544773.21031,79
-544290.83528,85
-544167.83531,80
-543690.46054,79
-543308.08628,81
-543169.08616,80
-542791.21143,80
-542591.71167,77
-542110.8366,79
-542024.83671,80
-541613.4618,78
-541271.96489,79
-540995.0883,80
-540623.58952,80
-540302.21232,77
-540227.21238,79
-539676.53308,87
-539431.53532,94
-539077.52999,89
-538910.52984,83
-538543.02984,90
-538449.65487,80
-537904.15553,76
-537825.30895,74
-537413.28033,78
-537061.90538,76
-536893.90534,82
-536585.03101,80
-536345.53113,83
-535834.67166,108
-535502.20298,88
-534953.32783,81
-534695.76505,72
-534495.76515,94
-534021.89028,86
-533794.89129,94
-533486.01511,88
-533072.01543,93
-531748.39034,107
-531284.39347,99
-530679.39022,110
-529872.14023,73
-528300.38894,84
-527578.02977,88
-527336.05395,99
-526530.67917,81
-526463.1792,85
-526094.8042,68
-525612.42946,87
-525523.9296,84
-525234.42943,85
-524423.67999,86
-524125.18019,77
-523912.18025,85
-523595.80544,86
-523185.93063,80
-523047.43062,86
-522346.56834,88
-521666.18258,78
-521218.18119,78
-520803.70931,78
-520582.2088,73
-520439.70907,79
-520073.748,86
-520067.748,85
-520062.74797,83
-520016.91215,72
-519834.91222,78
-519313.03767,90
-518744.16239,71
-518644.16278,70
-518191.78757,93
-517854.28779,93
-517554.9131,98
-517458.9127,98
-516921.04392,90
-516651.53924,87
-516445.16385,93
-515948.66417,82
-515660.78935,82
-515139.41456,84
-514935.91485,84
-514735.91459,83
-514414.53986,84
-513928.16522,83
-513631.16527,91
-513299.29031,91
-513219.29021,89
-512746.41552,94
-512393.41578,96
-512195.04122,98
-511981.54138,94
-511342.66692,85
-510951.29199,83
-510854.79196,84
-510480.79207,84
-510044.91791,87
-509958.92221,82
-509646.54431,83
-480053.59282,84
-479499.62351,93
-479465.68682,78
-479383.85046,92
-479378.85046,88
-479373.85046,80
-479368.85046,84
-479366.85046,86
-479362.85046,86
-479353.85046,86
-479352.85046,87
-479344.85046,96
-479222.99864,83
-479034.99876,52
-478748.49506,76
-478093.60065,85
-477833.10126,80
