time,gsr
0.0,34227.37460761422
1.0,34131.09932154517
2.0,34260.27665009964
3.0,33893.61738680212
4.0,33801.99992410091
5.0,33762.51996539223
6.0,33830.04069150871
7.0,33998.13826934137
8.0,34370.7567002002
9.0,34512.63754821336
10.0,34059.91184424955
11.0,33410.04183647477
12.0,33386.30719785748
13.0,33338.702847230525
14.0,33296.3051523972
15.0,33480.787862977246
16.0,33839.202411232014
17.0,34038.88020502296
18.0,34293.6630497926
19.0,34514.37819131096
20.0,34748.442231111956
21.0,34841.4363610699
22.0,34852.55559969047
23.0,34908.93075752632
24.0,35038.79343048521
25.0,35103.118456703276
26.0,34990.986920075105
27.0,34563.50705625724
28.0,34369.80182807552
29.0,34430.65566252262
30.0,34020.51967991993
31.0,33037.098056063754
32.0,32872.656876365654
33.0,32594.101009552985
34.0,32316.461182939613
35.0,32569.58441700956
36.0,32927.111157602914
37.0,33155.18487789377
38.0,32918.81017785432
39.0,32822.15797647713
40.0,32999.30987281179
41.0,33131.93962011099
42.0,33362.08603170539
43.0,33375.30917253089
44.0,33258.74218195856
45.0,33280.188425203465
46.0,33161.429108189404
47.0,33047.79721216069
48.0,33053.99914346142
49.0,33279.162597237635
50.0,33496.38467170434
51.0,33659.964362335464
52.0,33590.032125573125
53.0,33588.580569194564
54.0,33715.43826284465
55.0,33854.782687374754
56.0,33955.637309844955
57.0,33735.260308339595
58.0,33407.35808273428
59.0,33370.26819534998
60.0,33414.0815671838
61.0,33414.367822448534
62.0,33377.459650331126
63.0,33196.52877277784
64.0,33222.57194323816
65.0,33425.39972143167
66.0,33626.127900081956
67.0,33830.357845483886
68.0,33797.185448688586
69.0,33916.01991973347
70.0,33946.77244702178
71.0,34110.27146298496
72.0,34222.824710695866
73.0,34224.975872862546
74.0,34415.581369999556
75.0,34511.98529802129
76.0,34338.08549856853
77.0,33986.769794585634
78.0,33774.27826732345
79.0,33641.3598638137
80.0,33850.4362244364
81.0,34001.697335748155
82.0,34099.04522016938
83.0,34178.15864499175
84.0,33932.09399511249
85.0,33877.5773589012
86.0,33991.92253617979
87.0,34152.0689157442
88.0,34364.83596647666
89.0,34474.273570785546
90.0,34481.58655470239
91.0,34160.042485735554
92.0,34102.364584769326
93.0,34248.29772351272
94.0,34425.051050946815
95.0,34530.223858750775
96.0,34626.76906572978
97.0,34696.00916353105
98.0,34735.44114320469
99.0,34820.339367645065
100.0,34972.4913592534
101.0,35037.737674868986
102.0,35070.77357638447
103.0,35137.88071632564
104.0,35130.960887594476
105.0,35120.079032384136
106.0,35223.28060265626
107.0,35299.874772819545
108.0,35446.39561304956
109.0,35625.08288513504
110.0,35692.57138539781
111.0,35674.16345984611
112.0,35652.509504749476
113.0,35749.48792959197
114.0,35801.23195582365
115.0,35921.44739894917
116.0,36034.83540274776
117.0,36072.71961373677
118.0,36163.429548877146
119.0,36211.3703029984
120.0,36180.87752065272
121.0,36311.18095077883
122.0,36465.74939689629
123.0,36527.83164315051
124.0,36585.50635473823
125.0,36668.158544516846
126.0,36712.03655992397
127.0,36718.598198627624
128.0,36719.433386781835
129.0,36600.00660409189
130.0,36643.48883171341
131.0,36671.19753641262
132.0,36574.563555981396
133.0,36594.17938600673
134.0,36664.459855557914
135.0,36726.21966591659
136.0,36835.47413206744
137.0,36980.086140383195
138.0,37073.26882408453
139.0,37154.179716554805
140.0,37137.83475497827
141.0,37162.3508159172
142.0,37226.99209648113
143.0,37262.71916692702
144.0,37388.030993078704
145.0,37484.56104335727
146.0,37466.8317080359
147.0,37596.00483379958
148.0,37703.71650815425
149.0,37812.03057809811
150.0,37861.29869265691
151.0,37944.40915057976
152.0,37951.77567820085
153.0,38017.25965486816
154.0,38127.909858740924
155.0,38111.19013257037
156.0,37980.562001677536
157.0,38026.089575692306
158.0,38115.28280229939
159.0,38270.800701314874
160.0,38276.04966449231
161.0,38321.769783210504
162.0,38124.64610977123
163.0,37342.324482168944
164.0,36660.67348284965
165.0,36314.478638022294
166.0,35542.479327072826
167.0,34580.6340913844
168.0,33528.961090829136
169.0,32965.588752159325
170.0,32924.06391277006
171.0,33021.37972307181
172.0,33124.870082968795
173.0,33451.76493058902
174.0,33763.298928920456
175.0,33893.38324443051
176.0,33496.504240169175
177.0,33096.54061049374
178.0,32856.773214925975
179.0,32785.534558580875
180.0,32931.28391254018
181.0,33242.519459449235
182.0,33427.188439188685
183.0,33595.31225587985
184.0,33661.016419798216
185.0,33664.87847971545
186.0,33707.07634332372
187.0,33855.65172649038
188.0,33973.20512243315
189.0,34096.540258724344
190.0,34177.234542111764
191.0,34321.80363506955
192.0,34450.04334068196
193.0,34507.46032292447
194.0,34621.43068317966
195.0,34790.35510234867
196.0,34162.36222676104
197.0,33380.30646079546
198.0,33205.34215153033
199.0,33313.534316001984
200.0,33420.93395342877
201.0,33243.63406911568
202.0,32048.483159320385
203.0,31400.759202424655
204.0,31408.353831691904
205.0,31657.722635519738
206.0,32000.956687921767
207.0,32314.474824050776
208.0,32577.483263474773
209.0,32691.38994897404
210.0,32875.28647362107
211.0,32952.89569524939
212.0,33051.54370778577
213.0,33079.90139865385
214.0,33069.89944511041
215.0,33006.20506914817
216.0,33062.25805259164
217.0,33032.37887753434
218.0,32973.273742434365
219.0,33023.11791271059
220.0,33084.522778062405
221.0,33139.71467544151
222.0,33220.8036504851
223.0,33274.763682139295
224.0,33422.79051096241
225.0,33532.405364155726
226.0,33606.238487649
227.0,33704.28256029608
228.0,33685.48650351293
229.0,33657.09827816806
230.0,33724.45977268184
231.0,33653.09446493164
232.0,33564.51410416633
233.0,33648.77043022204
234.0,33725.93840736578
235.0,33777.56612817386
236.0,33881.92419829093
237.0,33929.44482884902
238.0,34008.304214086646
239.0,34115.91968648086
240.0,34137.87243235861
241.0,34252.74741510903
242.0,34277.55933147773
243.0,34308.04176118964
244.0,34424.43921982295
245.0,34503.61449051369
246.0,34495.97471322199
247.0,34648.47481587343
248.0,34836.26537232556
249.0,34883.39298507113
250.0,34987.70858811702
251.0,35119.8604291285
252.0,35029.33503645794
253.0,34831.29396501784
254.0,34814.37558065605
255.0,34939.71629374803
256.0,34906.03794243535
257.0,34927.432817458095
258.0,34906.04136176525
259.0,34908.25534042976
260.0,34922.74524972689
261.0,35047.006865472686
262.0,35113.47729641847
263.0,35259.77263030493
264.0,35391.373959451426
265.0,35378.18677729332
266.0,35264.55628845978
267.0,35214.6886202265
268.0,35202.44282100145
269.0,35223.129856698426
270.0,34930.340413572776
271.0,34867.49805861621
272.0,34962.139277920316
273.0,35010.119524080656
274.0,35100.74025722714
275.0,35115.514597613015
276.0,35042.19564864644
277.0,35226.760719115904
278.0,35325.6337759297
279.0,35360.93797398836
280.0,35537.62184950363
281.0,35493.76623371239
282.0,35459.594015384166
283.0,35534.510965206486
284.0,35601.588913208616
285.0,35668.86421579777
286.0,35645.29657406593
287.0,35843.684583843715
288.0,35922.748795206455
289.0,35985.52543843146
290.0,35959.91307171897
291.0,35989.1563327038
292.0,35961.972898702916
293.0,35950.674334573356
294.0,35966.21723087973
295.0,35953.34520261754
296.0,35940.612528210666
297.0,35977.10965606388
298.0,36022.357983467504
299.0,36114.71152594104
300.0,36114.32934527611
301.0,36184.35212877083
302.0,36218.65294688387
303.0,36340.06013766459
304.0,36423.39659151511
305.0,36408.75479659936
306.0,36490.39791707194
307.0,36637.84615040417
308.0,36706.2532765401
309.0,36742.26083631345
310.0,36821.86478083653
311.0,36902.00800685954
312.0,36943.01290642284
313.0,36894.508137422046
314.0,36571.29881821217
315.0,36262.43465248316
316.0,36217.58037794198
317.0,36266.539969131874
318.0,36366.93332969092
319.0,36381.5191482193
320.0,36338.93309258252
321.0,36343.21627104134
322.0,36405.90924488357
323.0,36479.49778351023
324.0,36510.671014878266
325.0,36537.08634530946
326.0,36583.94709938725
327.0,36687.48216870429
328.0,36718.960229735036
329.0,36857.270799178455
330.0,37011.812196945444
331.0,37054.068281260945
332.0,37136.40898493535
333.0,37189.0409797934
334.0,37210.21931002309
335.0,37163.376554575814
336.0,37120.40191015692
337.0,37060.971548596346
338.0,37076.787924048695
339.0,37138.33000449129
340.0,37203.97464473236
341.0,37280.621670132576
342.0,37352.661717731244
343.0,37318.69138061558
344.0,37277.319376086176
345.0,37351.98136966938
346.0,37371.95532081912
347.0,37387.61175006334
348.0,37417.272179463034
349.0,37496.06144397156
350.0,37619.5387375822
351.0,37631.092041264834
352.0,37716.30913918381
353.0,37808.55617959374
354.0,37724.720023505826
355.0,37626.280628249486
356.0,37607.67835199827
357.0,37651.148443113976
358.0,37736.43431938357
359.0,37885.78112355372
360.0,37894.143110093064
361.0,37957.71758774771
362.0,38020.03817796221
363.0,38052.18561293467
364.0,38171.720214374785
365.0,38275.608142055135
366.0,38331.55046695362
367.0,38407.98925494008
368.0,38461.50408818254
369.0,38500.57414565351
370.0,38326.039320368654
371.0,38256.00404300762
372.0,38139.395435709856
373.0,38232.05352405317
374.0,38062.5277680225
375.0,37816.859863934755
376.0,37625.30536979409
377.0,37347.880582679325
378.0,37074.16423949717
379.0,37109.25516075773
380.0,37113.010075262384
381.0,37268.243295087756
382.0,37414.58242111004
383.0,37531.68021725971
384.0,37653.98839529605
385.0,37764.694413565914
386.0,37809.44948090853
387.0,37811.12099883407
388.0,37813.08696173869
389.0,37863.18080347781
390.0,37983.98273933522
391.0,38038.450496165664
392.0,38008.52357099908
393.0,38041.635067981035
394.0,38146.77774404128
395.0,38219.656238257005
396.0,38244.27126359903
397.0,38318.737128925764
398.0,38417.38313426955
399.0,38445.99785995076
400.0,38624.62477826688
401.0,38634.25713925957
402.0,38600.78718130494
403.0,38696.68745149045
404.0,38761.920608621454
405.0,38827.98167128206
406.0,38896.775547583034
407.0,38991.475634092465
408.0,39016.57650858221
409.0,39015.09048912476
410.0,39018.507770004086
411.0,38850.18579479438
412.0,38628.27025874416
413.0,38531.36048267467
414.0,38692.83472957081
415.0,38779.72435650563
416.0,38800.054761691325
417.0,38894.05460081836
418.0,38948.846280595
419.0,38931.44621329801
420.0,39041.338961746944
421.0,38815.415419912744
422.0,38461.06928388057
423.0,38165.247723774024
424.0,38015.44148768569
425.0,38113.74316040927
426.0,38192.07867566432
427.0,38329.09346807056
428.0,38450.779636691055
429.0,38528.73736225379
430.0,38550.89820858372
431.0,38573.47498765196
432.0,38640.20100770585
433.0,38602.20812546695
434.0,38663.72375209423
435.0,38637.919079529514
436.0,38619.56877341286
437.0,38514.470091088195
438.0,38440.37882124944
439.0,38342.6916767949
440.0,38253.93786129919
441.0,38363.70231658256
442.0,38446.197261797686
443.0,38466.49661378043
444.0,38453.90820526454
445.0,38521.68773742633
446.0,38597.642243327056
447.0,38629.43283983134
448.0,38697.20898991356
449.0,38799.66449469728
450.0,38803.68867606568
451.0,38855.75083882826
452.0,38939.42087426958
453.0,39041.15574241945
454.0,39055.61542113572
455.0,39059.307480277814
456.0,39045.005219802566
457.0,39155.02313821912
458.0,39172.493790759996
459.0,39114.60659129035
460.0,39115.61068654344
461.0,39144.70664341502
