,ibi_s,day,time
1,20.414,1,09:27:24
2,2.2800000000000002,1,09:27:26
3,0.63,1,09:27:27
4,0.648,1,09:27:27
5,0.256,1,09:27:28
6,0.377,1,09:27:28
7,0.445,1,09:27:28
8,0.781,1,09:27:29
9,1.702,1,09:27:31
10,0.29,1,09:27:31
11,0.545,1,09:27:32
12,0.587,1,09:27:32
13,7.498,1,09:27:41
14,0.65,1,09:27:42
15,0.663,1,09:27:43
16,0.685,1,09:27:43
17,0.704,1,09:27:44
18,0.713,1,09:27:45
19,0.722,1,09:27:45
20,0.736,1,09:27:46
21,0.753,1,09:27:47
22,0.759,1,09:27:48
23,0.759,1,09:27:48
24,0.747,1,09:27:49
25,0.731,1,09:27:50
26,0.706,1,09:27:51
27,0.699,1,09:27:51
28,0.703,1,09:27:52
29,0.702,1,09:27:53
30,0.688,1,09:27:53
31,0.673,1,09:27:54
32,0.677,1,09:27:55
33,0.683,1,09:27:55
34,0.684,1,09:27:56
35,0.69,1,09:27:57
36,0.697,1,09:27:57
37,0.7,1,09:27:58
38,0.716,1,09:27:59
39,0.706,1,09:28:00
40,0.702,1,09:28:00
41,0.702,1,09:28:01
42,0.688,1,09:28:02
43,0.68,1,09:28:02
44,0.668,1,09:28:03
45,0.669,1,09:28:04
46,0.665,1,09:28:04
47,0.65,1,09:28:05
48,0.686,1,09:28:13
49,0.674,1,09:28:14
50,0.655,1,09:28:14
51,0.659,1,09:28:15
52,0.655,1,09:28:16
53,0.647,1,09:28:16
54,0.644,1,09:28:17
55,0.642,1,09:28:17
56,0.649,1,09:28:18
57,0.636,1,09:28:19
58,0.62,1,09:28:19
59,0.62,1,09:28:20
60,0.646,1,09:28:21
61,0.695,1,09:28:21
62,0.725,1,09:28:22
63,0.731,1,09:28:23
64,0.755,1,09:28:24
65,0.781,1,09:28:24
66,0.789,1,09:28:25
67,0.798,1,09:28:26
68,0.793,1,09:28:27
69,0.77,1,09:28:27
70,0.757,1,09:28:28
71,0.766,1,09:28:29
72,0.771,1,09:28:30
73,0.764,1,09:28:31
74,0.779,1,09:28:31
75,0.813,1,09:28:32
76,0.821,1,09:28:33
77,0.784,1,09:28:34
78,0.74,1,09:28:34
79,0.736,1,09:28:35
80,0.651,1,09:28:36
81,0.631,1,09:28:37
82,0.619,1,09:28:37
83,0.631,1,09:28:38
84,0.69,1,09:28:38
85,0.596,1,09:28:46
86,0.613,1,09:28:47
87,0.625,1,09:28:47
88,0.607,1,09:28:48
89,0.601,1,09:28:48
90,0.596,1,09:28:49
91,0.608,1,09:28:50
92,0.634,1,09:28:50
93,0.66,1,09:28:51
94,0.675,1,09:28:52
95,0.665,1,09:28:52
96,0.633,1,09:28:53
97,0.622,1,09:28:54
98,0.625,1,09:28:54
99,0.639,1,09:28:55
100,0.629,1,09:28:55
101,0.62,1,09:28:56
102,0.592,1,09:28:57
103,0.553,1,09:28:57
104,0.564,1,09:28:58
105,0.602,1,09:28:58
106,0.609,1,09:28:59
107,0.635,1,09:29:00
108,0.649,1,09:29:00
109,0.637,1,09:29:01
110,0.623,1,09:29:02
111,0.621,1,09:29:02
112,0.631,1,09:29:03
113,0.649,1,09:29:03
114,0.668,1,09:29:04
115,0.676,1,09:29:05
116,0.656,1,09:29:05
117,0.642,1,09:29:06
118,0.655,1,09:29:07
119,0.673,1,09:29:07
120,0.68,1,09:29:08
121,0.671,1,09:29:09
122,0.665,1,09:29:09
123,0.673,1,09:29:10
124,0.691,1,09:29:11
125,0.778,1,09:29:19
126,0.791,1,09:29:19
127,0.84,1,09:29:20
128,0.851,1,09:29:21
129,0.848,1,09:29:22
130,0.843,1,09:29:23
131,0.828,1,09:29:24
132,0.818,1,09:29:24
133,0.781,1,09:29:25
134,0.752,1,09:29:26
135,0.75,1,09:29:27
136,0.744,1,09:29:27
137,0.715,1,09:29:28
138,0.735,1,09:29:29
139,0.753,1,09:29:30
140,0.795,1,09:29:30
141,0.772,1,09:29:31
142,0.759,1,09:29:32
143,0.771,1,09:29:33
144,0.79,1,09:29:33
145,0.838,1,09:29:34
146,0.854,1,09:29:35
147,0.833,1,09:29:36
148,0.84,1,09:29:37
149,0.796,1,09:29:38
150,0.799,1,09:29:38
151,0.829,1,09:29:39
152,0.828,1,09:29:40
153,0.838,1,09:29:41
154,0.85,1,09:29:42
155,0.849,1,09:29:43
156,0.773,1,09:29:43
157,0.729,1,09:29:44
158,0.772,1,09:29:55
159,0.766,1,09:29:55
160,0.757,1,09:29:56
161,0.754,1,09:29:57
162,0.756,1,09:29:58
163,0.752,1,09:29:58
164,0.744,1,09:29:59
165,0.746,1,09:30:00
166,0.757,1,09:30:01
167,0.743,1,09:30:01
168,0.737,1,09:30:02
169,0.718,1,09:30:03
170,0.641,1,09:30:03
171,0.636,1,09:30:04
172,0.618,1,09:30:05
173,0.668,1,09:30:05
174,0.669,1,09:30:06
175,0.699,1,09:30:07
176,0.729,1,09:30:08
177,0.751,1,09:30:08
178,0.745,1,09:30:09
179,0.74,1,09:30:10
180,0.736,1,09:30:10
181,0.639,1,09:30:11
182,0.622,1,09:30:12
183,0.597,1,09:30:12
184,0.609,1,09:30:13
185,0.665,1,09:30:14
186,0.679,1,09:30:14
187,0.698,1,09:30:15
188,0.732,1,09:30:16
189,0.789,1,09:30:17
190,0.82,1,09:30:17
191,0.828,1,09:30:18
192,0.822,1,09:30:19
193,0.827,1,09:30:20
194,0.767,1,09:30:28
195,0.762,1,09:30:29
196,0.757,1,09:30:30
197,0.757,1,09:30:30
198,0.759,1,09:30:31
199,0.747,1,09:30:32
200,0.723,1,09:30:33
201,0.691,1,09:30:33
202,0.699,1,09:30:34
203,0.715,1,09:30:35
204,0.744,1,09:30:35
205,0.762,1,09:30:36
206,0.783,1,09:30:37
207,0.793,1,09:30:38
208,0.779,1,09:30:39
209,0.792,1,09:30:39
210,0.788,1,09:30:40
211,0.781,1,09:30:41
212,0.764,1,09:30:42
213,0.754,1,09:30:42
214,0.756,1,09:30:43
215,0.765,1,09:30:44
216,0.775,1,09:30:45
217,0.786,1,09:30:45
218,0.806,1,09:30:46
219,0.818,1,09:30:47
220,0.816,1,09:30:48
221,0.823,1,09:30:49
222,0.82,1,09:30:50
223,0.813,1,09:30:50
224,0.801,1,09:30:51
225,0.783,1,09:30:52
226,0.777,1,09:30:53
227,0.767,1,09:30:53
228,0.774,1,09:31:01
229,0.795,1,09:31:02
230,0.803,1,09:31:03
231,0.791,1,09:31:04
232,0.787,1,09:31:04
233,0.783,1,09:31:05
234,0.783,1,09:31:06
235,0.756,1,09:31:07
236,0.787,1,09:31:07
237,0.798,1,09:31:08
238,0.783,1,09:31:09
239,0.813,1,09:31:10
240,0.781,1,09:31:11
241,0.787,1,09:31:11
242,0.776,1,09:31:12
243,0.718,1,09:31:13
244,0.721,1,09:31:14
245,0.72,1,09:31:14
246,0.756,1,09:31:15
247,0.796,1,09:31:16
248,0.766,1,09:31:17
249,0.751,1,09:31:17
250,0.753,1,09:31:18
251,0.751,1,09:31:19
252,0.749,1,09:31:20
253,0.725,1,09:31:20
254,0.685,1,09:31:21
255,0.676,1,09:31:22
256,0.671,1,09:31:22
257,0.67,1,09:31:23
258,0.674,1,09:31:24
259,0.684,1,09:31:24
260,0.684,1,09:31:25
261,0.687,1,09:31:26
262,0.702,1,09:31:26
263,0.749,1,09:31:34
264,0.732,1,09:31:35
265,0.727,1,09:31:36
266,0.744,1,09:31:36
267,0.767,1,09:31:37
268,0.742,1,09:31:38
269,0.726,1,09:31:39
270,0.755,1,09:31:39
271,0.768,1,09:31:40
272,0.745,1,09:31:41
273,0.734,1,09:31:42
274,0.742,1,09:31:42
275,0.747,1,09:31:43
276,0.747,1,09:31:44
277,0.74,1,09:31:45
278,0.748,1,09:31:45
279,0.759,1,09:31:46
280,0.77,1,09:31:47
281,0.772,1,09:31:48
282,0.758,1,09:31:48
283,0.731,1,09:31:49
284,0.754,1,09:31:50
285,0.745,1,09:31:51
286,0.748,1,09:31:51
287,0.803,1,09:31:52
288,0.826,1,09:31:53
289,0.863,1,09:31:54
290,0.864,1,09:31:55
291,0.854,1,09:31:55
292,0.825,1,09:31:56
293,0.771,1,09:31:57
294,0.755,1,09:31:58
295,0.728,1,09:31:59
296,0.705,1,09:31:59
297,0.68,1,09:32:07
298,0.674,1,09:32:07
299,0.656,1,09:32:08
300,0.644,1,09:32:09
301,0.642,1,09:32:09
302,0.655,1,09:32:10
303,0.682,1,09:32:11
304,0.706,1,09:32:11
305,0.706,1,09:32:12
306,0.715,1,09:32:13
307,0.722,1,09:32:13
308,0.716,1,09:32:14
309,0.723,1,09:32:15
310,0.73,1,09:32:16
311,0.714,1,09:32:16
312,0.714,1,09:32:17
313,0.719,1,09:32:18
314,0.711,1,09:32:18
315,0.715,1,09:32:19
316,0.739,1,09:32:20
317,0.772,1,09:32:21
318,0.767,1,09:32:21
319,0.729,1,09:32:22
320,0.706,1,09:32:23
321,0.693,1,09:32:24
322,0.674,1,09:32:24
323,0.646,1,09:32:25
324,0.645,1,09:32:25
325,0.654,1,09:32:26
326,0.663,1,09:32:27
327,0.663,1,09:32:27
328,0.672,1,09:32:28
329,0.705,1,09:32:29
330,0.734,1,09:32:30
331,0.744,1,09:32:30
332,0.751,1,09:32:31
333,0.738,1,09:32:32
334,0.713,1,09:32:40
335,0.695,1,09:32:40
336,0.707,1,09:32:41
337,0.718,1,09:32:42
338,0.717,1,09:32:43
339,0.703,1,09:32:43
340,0.7,1,09:32:44
341,0.708,1,09:32:45
342,0.709,1,09:32:45
343,0.707,1,09:32:46
344,0.694,1,09:32:47
345,0.696,1,09:32:47
346,0.706,1,09:32:48
347,0.716,1,09:32:49
348,0.745,1,09:32:50
349,0.758,1,09:32:50
350,0.768,1,09:32:51
351,0.787,1,09:32:52
352,0.798,1,09:32:53
353,0.79,1,09:32:54
354,0.764,1,09:32:54
355,0.756,1,09:32:55
356,0.749,1,09:32:56
357,0.727,1,09:32:57
358,0.726,1,09:32:57
359,0.723,1,09:32:58
360,0.718,1,09:32:59
361,0.711,1,09:32:59
362,0.717,1,09:33:00
363,0.735,1,09:33:01
364,0.718,1,09:33:02
365,0.708,1,09:33:02
366,0.699,1,09:33:03
367,0.682,1,09:33:04
368,0.685,1,09:33:04
369,0.685,1,09:33:05
370,0.61,1,09:33:13
371,0.616,1,09:33:13
372,0.632,1,09:33:14
373,0.641,1,09:33:15
374,0.661,1,09:33:15
375,0.676,1,09:33:16
376,0.704,1,09:33:17
377,0.709,1,09:33:18
378,0.715,1,09:33:18
379,0.706,1,09:33:19
380,0.705,1,09:33:20
381,0.696,1,09:33:20
382,0.706,1,09:33:21
383,0.694,1,09:33:22
384,0.665,1,09:33:22
