,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time
8,55,39,133,0,93.0,0,1,0,0,149.11,1,09:27:08
9,0,0,33,0,93.0,0,0,1,0,33.0,1,09:27:09
28,0,0,0,0,15.0,0,0,1,0,0.0,1,09:27:28
29,4,1,7,1,94.0,0,0,1,0,8.12,1,09:27:29
30,58,42,31,1,94.0,0,1,0,0,78.03,1,09:27:30
31,16,1,47,0,94.0,0,1,0,0,49.66,1,09:27:31
32,11,0,39,1,94.0,0,1,0,0,40.52,1,09:27:32
33,16,39,64,1,94.0,0,1,0,0,76.64,1,09:27:33
34,21,31,61,1,94.0,0,1,0,0,71.58,1,09:27:34
45,0,0,0,0,90.0,1,0,0,0,0.0,1,09:27:45
46,0,0,0,0,87.0,1,0,0,0,0.0,1,09:27:46
47,0,0,0,0,84.0,1,0,0,0,0.0,1,09:27:47
48,0,0,0,0,83.0,1,0,0,0,0.0,1,09:27:48
49,0,0,0,0,83.0,1,0,0,0,0.0,1,09:27:49
50,0,0,0,0,82.0,1,0,0,0,0.0,1,09:27:50
51,0,0,0,0,82.0,1,0,0,0,0.0,1,09:27:51
52,0,0,0,0,82.0,1,0,0,0,0.0,1,09:27:52
53,0,0,0,0,82.0,1,0,0,0,0.0,1,09:27:53
54,0,0,0,0,83.0,1,0,0,0,0.0,1,09:27:54
55,0,0,0,0,84.0,1,0,0,0,0.0,1,09:27:55
56,0,0,0,0,84.0,1,0,0,0,0.0,1,09:27:56
57,0,0,0,0,85.0,1,0,0,0,0.0,1,09:27:57
58,0,0,0,0,86.0,1,0,0,0,0.0,1,09:27:58
59,0,0,0,0,86.0,1,0,0,0,0.0,1,09:27:59
60,3,0,0,0,86.0,1,0,0,0,3.0,1,09:28:00
61,36,36,6,0,86.0,0,1,0,0,51.26,1,09:28:01
62,14,16,0,1,85.0,0,1,0,0,21.26,1,09:28:02
63,26,4,39,0,85.0,0,1,0,0,47.04,1,09:28:03
64,0,86,87,0,86.0,0,1,0,0,122.33,1,09:28:04
65,58,62,144,1,86.0,0,1,0,0,167.16,1,09:28:05
66,46,69,119,0,87.0,0,1,0,0,145.04,1,09:28:06
67,73,153,46,0,88.0,0,1,0,0,175.65,1,09:28:07
74,0,9,0,0,90.0,0,0,0,1,9.0,1,09:28:14
75,0,38,0,0,90.0,0,0,1,0,38.0,1,09:28:15
76,16,2,14,1,90.0,0,1,0,0,21.35,1,09:28:16
77,64,83,88,1,90.0,0,1,0,0,136.85,1,09:28:17
78,18,93,43,0,91.0,0,1,0,0,104.03,1,09:28:18
79,19,16,0,0,91.0,0,1,0,0,24.84,1,09:28:19
80,53,27,0,0,91.0,0,1,0,0,59.48,1,09:28:20
81,50,14,10,1,92.0,0,1,0,0,52.88,1,09:28:21
82,24,0,0,0,93.0,0,1,0,0,24.0,1,09:28:22
83,0,0,0,0,92.0,0,0,1,0,0.0,1,09:28:23
84,0,0,1,0,91.0,0,0,1,0,1.0,1,09:28:24
85,41,0,4,0,90.0,0,1,0,0,41.19,1,09:28:25
86,0,0,0,0,87.0,0,0,1,0,0.0,1,09:28:26
87,0,0,0,0,86.0,0,0,1,0,0.0,1,09:28:27
88,0,0,0,0,84.0,0,0,1,0,0.0,1,09:28:28
89,0,0,0,0,83.0,0,0,1,0,0.0,1,09:28:29
90,0,0,0,0,82.0,0,0,1,0,0.0,1,09:28:30
91,0,0,0,0,82.0,0,0,1,0,0.0,1,09:28:31
92,28,19,0,1,81.0,0,1,0,0,33.84,1,09:28:32
93,23,15,28,0,80.0,0,1,0,0,39.22,1,09:28:33
94,79,46,43,1,80.0,0,1,0,0,101.02,1,09:28:34
95,143,76,15,0,79.0,0,1,0,0,162.63,1,09:28:35
96,35,179,94,1,79.0,0,1,0,0,205.19,1,09:28:36
97,35,45,70,0,79.0,0,1,0,0,90.28,1,09:28:37
98,25,47,51,0,79.0,0,1,0,0,73.72,1,09:28:38
