time,mouse_movement,mouse_clicks
0.0,26.82842712474619,0.0
1.0,13.414213562373096,0.0
2.0,6.707106781186548,0.0
3.0,3.353553390593274,0.0
4.0,1966.7351160730902,0.0
5.0,1342.0325550529428,0.0
6.0,671.0162775264714,0.0
7.0,335.5081387632357,0.0
8.0,253.41092363111022,0.0
9.0,1002.815762038357,2.0
10.0,1126.4794907757555,2.0
11.0,563.2397453878777,3.0
12.0,281.6198726939389,1.5
13.0,1971.1598639665044,0.75
14.0,1768.7171150574495,2.3125
15.0,2320.3722573680616,3.125
16.0,1165.1861286840308,3.5
17.0,582.5930643420154,1.75
18.0,234.01444766116924,0.875
19.0,1072.9842998872862,0.375
20.0,641.8987918678043,2.125
21.0,335.79314593390217,4.0
22.0,1398.2207322756592,5.0
23.0,1818.9611016157396,3.5
24.0,1073.3525119927767,4.75
25.0,1205.1374850335828,7.3125
26.0,1315.705643709533,6.5625
27.0,638.8194054387425,6.1875
28.0,1734.8826595931866,6.0625
29.0,2437.3188072104713,6.9375
30.0,1574.0261430603125,4.3125
31.0,2356.0712662039205,5.0625
32.0,2846.988978467948,5.4375
33.0,2520.4329099428296,5.625
34.0,2822.6764095051667,6.6875
35.0,2476.540003213732,5.3125
36.0,1718.9818612566173,4.5625
37.0,1267.293699531133,2.1875
38.0,935.4448512438324,4.0
39.0,1074.0354582899984,3.875
40.0,781.2834705463075,3.875
41.0,374.0654287496522,5.875
42.0,732.6590263586329,3.9375
43.0,1229.5433715039806,5.875
44.0,1130.0539452122375,4.875
45.0,731.237765452931,5.375
46.0,755.6651817755894,3.5625
47.0,704.2204444109623,4.75
48.0,1375.0272191744061,5.25
49.0,1529.0551656094992,4.5625
50.0,837.1949288283724,3.1875
51.0,1586.3013447179499,3.5625
52.0,1004.7178848706751,1.6875
53.0,1390.3282700098105,2.75
54.0,1064.5346336739244,3.3125
55.0,1551.9307903244878,4.625
56.0,1939.927859733704,2.25
57.0,3078.7696446850487,2.125
58.0,2064.6238294047935,3.0
59.0,1112.2866448243628,4.4375
60.0,924.5432505905635,5.125
61.0,1006.4351637051985,3.5625
62.0,1014.4772334821166,4.75
63.0,1087.4852376864947,4.3125
64.0,2629.7743037311757,3.0625
65.0,2384.4101668145604,3.4375
66.0,3362.7870589349786,4.6875
67.0,3124.3944919239157,2.25
68.0,3790.9176407105333,2.0625
69.0,2982.2575343258313,2.0
70.0,1888.6770226915878,0.9375
71.0,1180.199891393967,2.375
72.0,849.9037856805653,4.1875
73.0,1517.9508967931536,5.0625
74.0,1674.2660916126208,5.5
75.0,1301.4503650569304,2.75
76.0,722.5461019043825,2.3125
77.0,3304.1124345410176,3.0625
78.0,2016.7930620945751,1.4375
79.0,1751.0459073131929,0.625
80.0,974.8278536424033,2.3125
81.0,945.0849905683594,1.125
82.0,1504.1846540260487,0.5
83.0,4143.4070383476455,1.25
84.0,2446.2623968535504,2.625
85.0,1399.4467187094317,3.25
86.0,1146.2990231223923,1.625
87.0,980.0032320906305,2.8125
88.0,1061.7046420579989,3.375
89.0,1427.633133200959,5.625
90.0,1203.2051241337097,5.75
91.0,1294.397570245588,4.875
92.0,987.149613380278,6.375
93.0,878.5661168255865,6.125
94.0,873.4346390036044,7.9375
95.0,1104.708637055329,3.875
96.0,985.9827384069994,5.875
97.0,1844.7651079493075,4.8125
98.0,2393.2903308725345,5.3125
99.0,1928.2003876193621,3.5
100.0,1849.6463433209851,1.75
101.0,2494.2497072732112,0.75
102.0,1204.5364530413153,0.3125
103.0,1911.7100033277839,0.0625
104.0,3120.0839313968936,0.0
105.0,2102.7861444117693,0.0
106.0,1139.7225775949278,1.0
107.0,3146.445304155707,1.5
108.0,1685.995534862076,3.75
109.0,2613.853729858313,4.875
110.0,2060.0900935197333,3.4375
111.0,1901.0557259432169,5.6875
112.0,2866.983350025162,4.8125
113.0,1690.155357077435,5.3125
114.0,1412.2417581010427,5.5625
115.0,1071.5209283698484,3.75
116.0,1382.074700408516,5.75
117.0,1498.7969424932344,6.8125
118.0,1321.3903340360519,6.3125
119.0,715.0746744661159,4.0625
120.0,705.4949724831811,3.0
121.0,428.5874997108191,4.375
122.0,257.51530649319204,4.0625
123.0,1806.6497746961804,2.9375
124.0,1205.2289310601675,4.4375
125.0,1195.1914031913743,3.1875
126.0,1304.8748086062346,3.5
127.0,1126.4426696300238,3.6875
128.0,3062.417518252797,3.8125
129.0,1672.5721479699607,5.8125
130.0,2062.937120951525,5.875
131.0,1704.8922015633777,3.875
132.0,1680.3672717041727,3.875
133.0,2578.3265043870633,3.875
134.0,2378.397514692383,3.8125
135.0,1266.7965726629259,4.8125
136.0,617.6599476463531,6.375
137.0,692.4908340872573,4.125
138.0,531.8377107459623,5.0
139.0,974.2245951230386,7.4375
140.0,1069.2702771788531,5.625
141.0,2299.5431849482625,4.6875
142.0,1819.7669615295442,4.3125
143.0,1233.4192237252528,4.0625
144.0,904.4503130631911,4.875
145.0,1115.567881762814,5.375
146.0,982.6766266780606,6.625
147.0,719.8117521350706,4.25
148.0,881.9681307475412,4.0625
149.0,825.8694143141205,4.9375
150.0,588.3667200836172,5.375
151.0,567.4438581860968,3.5625
152.0,1699.4038143882058,1.75
153.0,1541.690696627531,2.8125
