time,spo2
3.0,98.500104
4.0,98.16442399999998
5.0,97.7807897142857
6.0,97.358792
7.0,96.90833109677419
8.0,96.66469238709678
9.0,96.55099432258064
10.0,96.50226658064514
11.0,96.48602399999999
12.0,96.7654978064516
13.0,97.18470851612904
14.0,97.67378767741934
15.0,98.19780106451611
16.0,98.39754169354839
17.0,98.42641238709678
18.0,98.36984811290321
19.0,98.2705663548387
20.0,98.08515837096773
21.0,97.86736664516128
22.0,97.63338304838709
23.0,97.39130351612903
24.0,97.44191666129032
25.0,97.64090012903225
26.0,97.91406875806452
27.0,98.22432996774194
28.0,98.18482804838709
29.0,97.96117141935483
30.0,97.64543743548387
31.0,97.28366477419354
32.0,97.12637032258064
33.0,97.08282464516128
34.0,97.0961533548387
35.0,97.1379192580645
36.0,97.42591795161289
37.0,97.82992374193547
38.0,98.29193308064515
39.0,98.78294419354839
40.0,99.28845619354838
41.0,99.11674780645161
42.0,98.60642922580647
43.0,97.9268055483871
44.0,97.16252932258064
45.0,96.70630746774194
46.0,96.42527593548388
47.0,96.23183956451614
48.0,96.08220077419355
49.0,96.17649561290324
50.0,96.38180787096775
51.0,96.64262883870967
52.0,96.93120416129031
53.0,97.13185408064516
54.0,97.28160270967743
55.0,97.40590069354839
56.0,97.51747335483871
57.0,97.618032
58.0,97.71626496774194
59.0,97.81333509677418
60.0,97.90982380645161
61.0,98.07741483870967
62.0,98.28070238709677
63.0,98.5018381935484
64.0,98.73189812903226
65.0,98.62038038709677
66.0,98.33584277419354
67.0,97.96479522580645
68.0,97.55049270967741
69.0,97.41926748387095
70.0,97.44039464516129
71.0,97.53769799999999
72.0,97.6730894516129
73.0,97.77206017741935
74.0,97.84329851612901
75.0,97.90067066129032
76.0,97.95110970967741
77.0,98.13970543548388
78.0,98.39911277419355
79.0,98.69392591935484
80.0,99.00644196774194
81.0,98.9718314032258
82.0,98.75923180645162
83.0,98.45763769354839
84.0,98.11154632258065
85.0,97.93331729032258
86.0,97.85014374193548
87.0,97.81449793548387
88.0,97.802616
89.0,97.94790348387097
90.0,98.16583470967743
91.0,98.4200878064516
92.0,98.69250183870969
93.0,98.48115479032259
94.0,98.02338696774194
95.0,97.44240875806452
96.0,96.7998253548387
97.0,96.82154748387096
98.0,97.19082367741935
99.0,97.73387690322582
100.0,98.3638186451613
101.0,98.72069574193549
102.0,98.91931838709678
103.0,99.03881380645161
104.0,99.11874561290323
105.0,99.11680529032259
106.0,99.08381980645161
107.0,99.03531174193549
108.0,98.97904238709677
109.0,98.9499375483871
110.0,98.93635529032258
111.0,98.93053432258066
112.0,98.928594
113.0,99.04724458064516
114.0,99.2252204516129
115.0,99.43285896774194
116.0,99.6553288064516
117.0,99.7566254032258
118.0,99.7936275483871
119.0,99.79848246774193
120.0,99.78726377419355
121.0,99.47197059677418
122.0,99.00865858064515
123.0,98.47133714516129
124.0,97.89701099999999
125.0,97.79015540322581
126.0,97.92628625806452
127.0,98.18391033870967
128.0,98.50228103225805
129.0,98.6525984516129
130.0,98.70370258064516
131.0,98.70520006451612
132.0,98.68189422580645
133.0,98.52961872580644
134.0,98.31905922580646
135.0,98.07935772580645
136.0,97.82508522580645
137.0,97.55404877419355
138.0,97.2782730967742
139.0,97.00012780645162
140.0,96.72079770967741
141.0,96.86482514516129
142.0,97.22082754838709
143.0,97.68281743548387
144.0,98.19780106451611
145.0,97.4035197580645
146.0,95.94135754838709
147.0,94.14525488709677
148.0,92.18218199999998
149.0,92.26662967741935
150.0,93.41658019354838
151.0,95.09928212903225
152.0,97.04835977419354
153.0,98.11799791935482
154.0,98.68132238709677
155.0,98.99149001612903
156.0,99.17507922580646
157.0,99.307116
158.0,99.44502116129033
159.0,99.58586051612903
160.0,99.72816696774193
161.0,99.45373316129032
162.0,98.97056245161289
163.0,98.38302329032257
164.0,97.74329990322579
165.0,97.54816466129031
166.0,97.58836954838709
167.0,97.74624449999999
168.0,97.96295448387096
169.0,97.8324569516129
170.0,97.5136469032258
171.0,97.10068059677418
172.0,96.64063616129032
173.0,96.46792311290322
174.0,96.45064529032257
175.0,96.51108508064516
176.0,96.61038367741935
177.0,96.72911167741934
178.0,96.84783967741936
179.0,96.96656767741933
180.0,97.08529567741934
181.0,97.34502599999999
182.0,97.67525748387096
183.0,98.0407395483871
184.0,98.42384690322581
185.0,98.35225103225807
186.0,98.04889722580646
187.0,97.62966445161291
188.0,97.15249219354838
189.0,97.02083999999999
190.0,97.07643270967742
191.0,97.22564787096775
192.0,97.42167425806451
193.0,97.80161903225807
194.0,98.2618201935484
195.0,98.7621495483871
196.0,99.282543
197.0,99.08857262903226
198.0,98.53240432258065
199.0,97.7951370483871
200.0,96.96732029032259
201.0,96.91906233870967
202.0,97.28322116129033
203.0,97.85358837096774
204.0,98.52705977419353
205.0,98.47012533870968
206.0,98.02221193548387
207.0,97.3788090483871
208.0,96.63766141935483
209.0,96.43923058064516
210.0,96.53659432258064
211.0,96.78185535483871
212.0,97.10106503225806
213.0,97.32538838709678
214.0,97.48378141935484
215.0,97.60920929032258
216.0,97.71815458064516
217.0,98.03163174193548
218.0,98.45149548387096
219.0,98.92455251612904
220.0,99.42420619354839
221.0,99.4976578064516
222.0,99.35135922580645
223.0,99.0951855483871
224.0,98.78407432258064
225.0,98.53024683870967
226.0,98.31879561290322
227.0,98.12853251612901
228.0,97.94886348387098
229.0,97.86448993548387
230.0,97.82511561290323
231.0,97.80824090322582
232.0,97.802616
233.0,98.04417600000001
234.0,98.40651600000001
235.0,98.82924599999998
236.0,99.282171
237.0,99.1873648548387
238.0,98.81114438709676
239.0,98.29421675806451
240.0,97.7069355483871
241.0,97.3467929032258
242.0,97.11780793548385
243.0,96.95440180645161
244.0,96.82378509677419
245.0,96.85520206451612
246.0,96.95943851612904
247.0,97.10008470967742
248.0,97.25893577419355
249.0,97.54882630645162
250.0,97.89968535483871
251.0,98.28102866129032
252.0,98.67761409677419
253.0,97.92387633870968
254.0,96.59116645161289
255.0,94.96897049999998
256.0,93.20203151612901
257.0,93.07931095161288
258.0,93.81488535483871
259.0,94.97960724193548
260.0,96.35890287096774
261.0,97.07821698387096
262.0,97.4138969032258
263.0,97.55775972580645
264.0,97.605714
265.0,97.88512045161289
266.0,98.30423012903225
267.0,98.79319141935484
268.0,99.31707851612903
269.0,99.15513948387095
270.0,98.64155593548386
271.0,97.95215012903225
272.0,97.17483319354838
273.0,97.20823553225807
274.0,97.66897529032258
275.0,98.3433837580645
276.0,99.12462658064516
277.0,99.50118077419356
278.0,99.64868206451612
279.0,99.68165690322581
280.0,99.65736851612903
281.0,99.31845754838709
282.0,98.83655109677419
283.0,98.2831469032258
284.0,97.69399383870967
285.0,97.37137562903226
286.0,97.19096206451613
287.0,97.08165082258064
288.0,97.00789074193548
289.0,96.85359217741936
290.0,96.65013658064515
291.0,96.42210246774195
292.0,96.18177909677419
293.0,96.02781096774194
294.0,95.92009277419353
295.0,95.83549954838708
296.0,95.76246880645161
297.0,96.0904497580645
298.0,96.61604593548387
299.0,97.24044972580644
300.0,97.91425732258064
301.0,97.92643417741934
302.0,97.59544470967742
303.0,97.09287208064515
304.0,96.50450787096773
305.0,96.19905948387097
306.0,96.0565169032258
307.0,95.99542722580645
308.0,95.975064
309.0,96.1589009032258
310.0,96.4346562580645
311.0,96.75637083870967
312.0,97.10106503225806
313.0,97.18672645161291
314.0,97.13712658064517
315.0,97.01989606451612
316.0,96.86885022580645
317.0,96.7563615
318.0,96.67160516129033
319.0,96.60071501612903
320.0,96.53675796774192
321.0,96.62539495161289
322.0,96.78859567741935
323.0,96.98907827419355
324.0,97.20820180645161
325.0,97.53210696774192
326.0,97.9037427096774
327.0,98.29924374193547
328.0,98.70667741935483
329.0,98.79264309677419
330.0,98.71489161290322
331.0,98.55528154838709
332.0,98.35474219354838
333.0,98.37681251612904
334.0,98.52041999999999
335.0,98.72479606451611
336.0,98.95955641935484
337.0,98.99416698387097
338.0,98.92110658064516
339.0,98.7942106935484
340.0,98.64039706451612
341.0,98.33079837096773
342.0,97.95003658064516
343.0,97.53369324193548
344.0,97.09955912903226
345.0,96.82158537096774
346.0,96.62613948387096
347.0,96.47195753225806
348.0,96.3384075483871
349.0,96.24523161290321
350.0,96.16708470967741
351.0,96.09645232258065
352.0,96.02957719354839
353.0,96.28126533870967
354.0,96.69129580645162
355.0,97.18049743548386
356.0,97.70928464516129
357.0,97.69158851612903
358.0,97.39075432258065
359.0,96.94835109677419
360.0,96.4351633548387
361.0,96.66732270967742
362.0,97.28985174193548
363.0,98.10756561290322
364.0,99.02287190322582
365.0,99.31862472580644
366.0,99.28020270967741
367.0,99.07469327419355
368.0,98.78564012903226
369.0,98.45481512903226
370.0,98.12399012903225
371.0,97.79316512903225
372.0,97.46234012903226
373.0,97.027119
374.0,96.53969980645161
375.0,96.02618158064516
376.0,95.49961383870968
377.0,95.81069811290321
378.0,96.54387077419355
379.0,97.48808762903226
380.0,98.53782658064515
381.0,98.93821664516128
382.0,98.98755174193548
383.0,98.8613593548387
384.0,98.64740322580644
385.0,98.38956522580645
386.0,98.13172722580644
387.0,97.87388922580644
388.0,97.61605122580644
389.0,97.37338432258065
390.0,97.13830296774194
391.0,96.90701438709678
392.0,96.67762219354839
393.0,96.62836374193549
394.0,96.66869806451612
395.0,96.75382877419355
396.0,96.86135767741935
397.0,97.2610064516129
398.0,97.80111561290322
399.0,98.41145496774193
400.0,99.05690941935484
401.0,99.06441716129032
402.0,98.74417277419354
403.0,98.26005232258063
404.0,97.69399383870967
405.0,97.54272014516128
406.0,97.61932335483871
407.0,97.80986501612902
408.0,98.0573759032258
409.0,98.31829243548387
410.0,98.57166948387096
411.0,98.82127679032259
412.0,99.06899922580645
413.0,99.14358541935484
414.0,99.13207470967741
415.0,99.07751554838708
416.0,99.00143216129032
417.0,98.70551879032257
418.0,98.30507148387096
419.0,97.85235720967742
420.0,97.3735094516129
421.0,97.16438153225806
422.0,97.0966469032258
423.0,97.09960891935484
424.0,97.1379192580645
425.0,97.50865524193547
426.0,98.03676696774193
427.0,98.64356656451612
428.0,99.28971009677419
429.0,99.32253411290321
430.0,99.03886238709677
431.0,98.59694279032257
432.0,98.07589925806451
433.0,98.06364111290323
434.0,98.3255566451613
435.0,98.72455901612904
436.0,99.1921048064516
437.0,99.4322835967742
438.0,99.54164303225805
439.0,99.58559279032258
440.0,99.5968377096774
441.0,99.19352375806452
442.0,98.59110658064515
443.0,97.88913779032256
444.0,97.13739319354838
445.0,96.69567295161289
446.0,96.42140883870968
447.0,96.23087279032258
448.0,96.08220077419355
449.0,96.28044812903227
450.0,96.64168916129033
451.0,97.08442703225806
452.0,97.56791332258064
453.0,98.03583420967742
454.0,98.48578529032257
455.0,98.92675146774192
456.0,99.36322519354839
457.0,99.52770043548387
458.0,99.55729954838709
459.0,99.5194605967742
460.0,99.44790261290322
461.0,99.46418162903225
462.0,99.5328089032258
463.0,99.6276103064516
464.0,99.73549877419354
465.0,99.63867193548387
466.0,99.43621567741934
467.0,99.18094470967742
468.0,98.89926638709676
469.0,98.56728193548386
470.0,98.21674625806452
471.0,97.85693496774192
472.0,97.49248587096773
473.0,97.28612225806451
474.0,97.15996083870967
475.0,97.07390051612903
476.0,97.00789074193548
477.0,96.81888275806452
478.0,96.56336303225805
479.0,96.27458743548388
480.0,95.9691839032258
481.0,96.34032575806451
482.0,97.05389729032257
483.0,97.93868366129031
484.0,98.90907745161289
485.0,99.12150953225806
486.0,98.9335589032258
487.0,98.54541691935484
488.0,98.05717925806451
489.0,97.55160266129032
490.0,97.06238051612902
491.0,96.58133559677418
492.0,96.10437929032257
493.0,96.2546967096774
494.0,96.71762883870967
495.0,97.33686832258064
496.0,98.03426148387095
497.0,98.42121793548387
498.0,98.63341761290323
499.0,98.75823890322582
500.0,98.839371
501.0,98.94934882258065
502.0,99.08467180645161
503.0,99.23266737096773
504.0,99.38699922580645
505.0,99.47268735483871
506.0,99.5224695483871
507.0,99.55429877419354
508.0,99.57715151612902
509.0,99.2464739516129
510.0,98.7412753548387
511.0,98.14881624193549
512.0,97.51272687096774
513.0,92.99859759677419
514.0,86.55635593548386
515.0,79.15005808064515
516.0,71.26173212903224
517.0,71.49391083870967
518.0,75.90684890322581
519.0,82.41016664516127
520.0,89.95867422580645
521.0,93.7321857580645
522.0,95.3569018064516
523.0,95.90722011290322
524.0,95.92033954838709
525.0,95.79672019354837
526.0,95.73903116129031
527.0,95.71430729032258
528.0,95.70606599999999
529.0,95.83792664516128
530.0,96.03571761290323
531.0,96.26647374193547
532.0,96.51371245161289
533.0,96.63733180645161
534.0,96.69502083870967
535.0,96.71974470967741
536.0,96.72798599999999
537.0,97.12843606451614
538.0,97.72911116129032
539.0,98.42989877419353
540.0,99.1807426451613
541.0,99.50855554838711
542.0,99.6123389032258
543.0,99.60410748387096
544.0,99.53986867741935
545.0,99.37105456451613
546.0,99.16395464516128
547.0,98.93771182258064
548.0,98.70189754838708
549.0,98.58547819354837
550.0,98.53114916129032
551.0,98.50786529032257
552.0,98.500104
553.0,98.45743045161291
554.0,98.39342012903225
555.0,98.31874141935484
556.0,98.23872851612903
557.0,98.35412361290321
558.0,98.5685562580645
559.0,98.83250767741936
560.0,99.12121848387096
561.0,99.24051362903225
562.0,99.26891109677419
563.0,99.25185972580644
564.0,99.21208393548386
565.0,99.08025019354838
566.0,98.90806858064516
567.0,98.71571303225807
568.0,98.51327051612903
569.0,98.51996361290321
570.0,98.63374625806452
571.0,98.80107367741934
572.0,98.99517348387097
573.0,98.91923729032258
574.0,98.70159000000001
575.0,98.41308716129032
576.0,98.08915654838711
577.0,98.03343566129033
578.0,98.12067658064515
579.0,98.2793984032258
580.0,98.47386067741934
581.0,98.40390014516129
582.0,98.19279309677418
583.0,97.91111279032258
584.0,97.5941458548387
585.0,97.2595356048387
586.0,96.9249253548387
587.0,96.59031510483871
588.0,96.25570485483871
589.0,96.57797112096773
590.0,97.22867564516129
591.0,98.04359929838711
592.0,98.94063251612903
593.0,99.03758090322582
594.0,98.71395948387097
595.0,98.18005316129032
596.0,97.54100438709678
597.0,97.57889148387096
598.0,97.98153212903226
599.0,98.5665495483871
600.0,99.2427553548387
601.0,99.43766632258064
602.0,99.36913277419355
603.0,99.16887696774194
604.0,98.90276003225806
605.0,98.47858582258064
606.0,97.99184825806452
607.0,97.47382901612903
608.0,96.94016893548385
609.0,96.79606882258064
610.0,96.8506589032258
611.0,97.00459408064516
612.0,97.20820180645161
613.0,97.54704812903225
614.0,97.94109561290323
615.0,98.36274367741936
616.0,98.79819203225807
617.0,98.60008582258064
618.0,98.08175225806453
619.0,97.40330501612902
620.0,96.64480093548386
621.0,96.60381837096773
622.0,96.94161077419355
623.0,97.46879066129031
624.0,98.09066429032256
625.0,98.27948298387096
626.0,98.22810077419355
627.0,98.05661811290322
628.0,97.82508522580645
629.0,96.72356825806452
630.0,95.20207180645161
631.0,93.47058561290322
632.0,91.6341045483871
633.0,91.72044604838709
634.0,92.7944475483871
635.0,94.36227904838711
636.0,96.17702554838709
637.0,97.06288993548387
638.0,97.42258451612904
639.0,97.51919419354839
640.0,97.48426141935484
641.0,97.66384258064517
642.0,97.98356632258064
643.0,98.3733613548387
644.0,98.79819203225807
645.0,98.98118646774194
646.0,99.03450387096774
647.0,99.02298275806451
648.0,98.97904238709677
649.0,98.91424103225806
650.0,98.84711399999999
651.0,98.77882412903224
652.0,98.70995283870968
653.0,98.54148967741935
654.0,98.32337593548387
655.0,98.0804369032258
656.0,97.82508522580645
657.0,97.55404877419355
658.0,97.2782730967742
659.0,97.00012780645162
660.0,96.72079770967741
661.0,96.93156682258063
662.0,97.38768174193548
663.0,97.96646956451613
664.0,98.60659383870967
665.0,98.55257162903226
666.0,98.13614206451612
667.0,97.53850882258064
668.0,96.8502737419355
669.0,96.58899967741935
670.0,96.56385658064517
671.0,96.65677896774193
672.0,96.8087340967742
673.0,97.02939062903226
674.0,97.26963967741935
675.0,97.51968498387096
676.0,97.77462841935483
677.0,97.67266272580645
678.0,97.39101793548386
679.0,97.01953359677418
680.0,96.60312948387096
681.0,96.32251993548385
682.0,96.12103761290322
683.0,95.9591189032258
684.0,95.816982
685.0,95.85363174193547
686.0,95.9747293548387
687.0,96.1380509032258
688.0,96.32248441935482
689.0,96.50700837096774
690.0,96.6862995483871
691.0,96.86297433870968
692.0,97.03834093548386
693.0,97.22683175806452
694.0,97.42221174193548
695.0,97.6210363064516
696.0,97.8215831612903
697.0,97.62427219354838
698.0,97.22760174193547
699.0,96.73125154838709
700.0,96.18506148387095
701.0,96.4007218064516
702.0,97.00976729032259
703.0,97.8155053548387
704.0,98.71958970967742
705.0,99.12075353225805
706.0,99.24587051612903
707.0,99.23296408064516
708.0,99.15104593548386
709.0,98.73105367741934
710.0,98.15927729032258
711.0,97.51160883870968
712.0,96.82599435483871
713.0,96.8734004032258
714.0,97.29680322580644
715.0,97.90820443548387
716.0,98.61360483870968
717.0,98.55578729032257
718.0,98.09286096774193
719.0,97.42738025806452
720.0,96.66062235483871
721.0,96.6910320483871
722.0,97.14534483870968
723.0,97.81160917741934
724.0,98.58384929032258
725.0,98.90263316129032
726.0,98.96819496774194
727.0,98.90714574193548
728.0,98.78279099999999
729.0,98.57230582258063
730.0,98.33458180645161
731.0,98.08323837096773
732.0,97.82508522580645
733.0,97.77125651612903
734.0,97.82129245161292
735.0,97.92326070967742
736.0,98.05119512903225
737.0,98.09629998387096
738.0,98.09349851612902
739.0,98.06674388709678
740.0,98.02801267741935
741.0,96.03723149999999
742.0,93.07341948387096
743.0,89.6230920483871
744.0,85.92950690322579
745.0,86.07565935483869
746.0,88.20249503225804
747.0,91.31967232258063
748.0,94.93202041935483
749.0,97.01733043548387
750.0,98.21532870967741
751.0,98.96967111290323
752.0,99.50218558064515
753.0,99.46550453225807
754.0,99.19968270967742
755.0,98.8192905
756.0,98.38161309677419
757.0,98.07975425806451
758.0,97.860126
759.0,97.68161303225806
760.0,97.52365770967742
761.0,97.66556908064516
762.0,97.95227438709676
763.0,98.31137666129031
764.0,98.70667741935483
765.0,98.98687819354839
766.0,99.2004793548387
767.0,99.38078070967742
768.0,99.54443216129033
769.0,99.29832149999999
770.0,98.85149225806451
771.0,98.30430372580645
772.0,97.7069355483871
773.0,97.57545329032257
774.0,97.6894589032258
775.0,97.9262084516129
776.0,98.22432996774194
777.0,98.34075682258063
778.0,98.35099335483869
779.0,98.30813472580644
780.0,98.23872851612903
781.0,98.26098812903224
782.0,98.3357175483871
783.0,98.43668187096773
784.0,98.55076364516128
785.0,98.26373395161289
786.0,97.77286916129032
787.0,97.18008682258065
788.0,96.53634570967742
789.0,96.6899025
790.0,97.25484793548387
791.0,98.02548769354838
792.0,98.89897461290323
793.0,99.14542291935484
794.0,99.05264012903226
795.0,98.79024179032258
796.0,98.44303567741935
797.0,98.30404219354838
798.0,98.29035696774193
799.0,98.33932587096774
800.0,98.41962183870967
801.0,98.17378882258065
802.0,97.7570595483871
803.0,97.25488214516128
804.0,96.70998067741934
805.0,96.4995868548387
806.0,96.46712787096773
807.0,96.5236363064516
808.0,96.62462845161289
809.0,96.55239716129032
810.0,96.38243322580645
811.0,96.16360296774192
812.0,95.92033954838709
813.0,95.98753412903224
814.0,96.21606599999998
815.0,96.52526651612902
816.0,96.8748013548387
817.0,97.24298903225805
818.0,97.61041954838709
819.0,97.97747148387096
