,ibi_s,day,time
1,21.698,1,10:18:22
2,0.273,1,10:18:23
3,0.407,1,10:18:23
4,0.923,1,10:18:59
5,0.915,1,10:19:00
6,0.929,1,10:19:01
7,0.907,1,10:19:02
8,0.877,1,10:19:03
9,0.87,1,10:19:04
10,0.89,1,10:19:05
11,0.922,1,10:19:05
12,0.921,1,10:19:06
13,0.939,1,10:19:07
14,0.962,1,10:19:08
15,0.938,1,10:19:09
16,0.945,1,10:19:10
17,0.945,1,10:19:11
18,0.888,1,10:19:12
19,0.891,1,10:19:13
20,0.884,1,10:19:14
21,0.869,1,10:19:15
22,0.827,1,10:19:15
23,0.829,1,10:19:16
24,0.854,1,10:19:17
25,0.87,1,10:19:18
26,0.887,1,10:19:19
27,0.871,1,10:19:20
28,0.905,1,10:19:21
29,0.915,1,10:19:22
30,0.939,1,10:19:23
31,0.921,1,10:19:23
32,0.921,1,10:19:31
33,0.878,1,10:19:32
34,0.882,1,10:19:33
35,0.916,1,10:19:34
36,0.933,1,10:19:35
37,0.937,1,10:19:36
38,0.938,1,10:19:38
39,0.976,1,10:19:38
40,0.95,1,10:19:39
41,0.913,1,10:19:39
42,0.876,1,10:19:40
43,0.837,1,10:19:41
44,0.866,1,10:19:42
45,0.904,1,10:19:43
46,0.945,1,10:19:44
47,0.927,1,10:19:46
48,0.953,1,10:19:46
49,0.901,1,10:19:47
50,0.828,1,10:19:48
51,0.817,1,10:19:48
52,0.79,1,10:19:49
53,0.753,1,10:19:50
54,0.745,1,10:19:51
55,0.78,1,10:19:51
56,0.824,1,10:19:52
57,0.919,1,10:19:53
58,0.988,1,10:19:54
59,0.973,1,10:19:55
60,0.945,1,10:20:05
61,0.891,1,10:20:06
62,0.914,1,10:20:07
63,0.955,1,10:20:08
64,0.982,1,10:20:09
65,0.994,1,10:20:10
66,0.978,1,10:20:11
67,0.91,1,10:20:12
68,0.883,1,10:20:13
69,0.873,1,10:20:13
70,0.888,1,10:20:14
71,0.899,1,10:20:15
72,0.906,1,10:20:16
73,0.881,1,10:20:17
74,0.896,1,10:20:18
75,0.885,1,10:20:19
76,0.891,1,10:20:20
