,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time
180,38,1,95,0,68.0,0,1,0,0,102.32,1,10:19:00
181,15,11,36,0,67.0,0,1,0,0,40.52,1,10:19:01
182,21,17,63,2,67.0,0,1,0,0,68.55,1,10:19:02
183,39,0,48,0,67.0,0,1,0,0,61.85,1,10:19:03
184,28,0,22,1,67.0,0,1,0,0,35.61,1,10:19:04
185,39,0,22,0,67.0,0,1,0,0,44.78,1,10:19:05
186,19,1,18,0,67.0,0,1,0,0,26.19,1,10:19:06
187,33,12,33,0,67.0,0,1,0,0,48.19,1,10:19:07
188,16,88,91,1,67.0,0,1,0,0,127.6,1,10:19:08
189,35,66,141,0,66.0,0,1,0,0,159.57,1,10:19:09
190,4,1,9,0,66.0,0,0,1,0,9.9,1,10:19:10
191,0,0,54,0,65.0,0,1,0,0,54.0,1,10:19:11
192,0,0,10,0,65.0,0,1,0,0,10.0,1,10:19:12
193,0,2,39,0,65.0,0,1,0,0,39.05,1,10:19:13
194,14,28,84,0,65.0,0,1,0,0,89.64,1,10:19:14
195,144,53,47,0,65.0,0,1,0,0,160.48,1,10:19:15
196,57,30,27,0,66.0,0,1,0,0,69.84,1,10:19:16
197,13,38,0,0,67.0,0,1,0,0,40.16,1,10:19:17
198,39,4,7,0,68.0,0,1,0,0,39.82,1,10:19:18
199,127,26,92,1,68.0,0,1,0,0,158.96,1,10:19:19
200,85,0,190,0,68.0,0,1,0,0,208.15,1,10:19:20
201,57,27,102,1,68.0,0,1,0,0,119.92,1,10:19:21
202,30,15,45,1,68.0,0,1,0,0,56.12,1,10:19:22
203,19,0,81,0,68.0,0,1,0,0,83.2,1,10:19:23
204,11,0,52,0,68.0,0,1,0,0,53.15,1,10:19:24
212,26,56,15,0,64.0,0,1,0,0,63.54,1,10:19:32
213,10,19,45,0,64.0,0,1,0,0,49.86,1,10:19:33
214,15,68,121,1,65.0,0,1,0,0,139.61,1,10:19:34
215,91,86,87,0,65.0,0,1,0,0,152.47,1,10:19:35
216,46,234,270,0,65.0,0,1,0,0,360.24,1,10:19:36
217,33,58,84,0,65.0,0,1,0,0,107.28,1,10:19:37
218,249,62,111,0,65.0,0,1,0,0,279.58,1,10:19:38
219,103,178,81,1,65.0,0,1,0,0,221.03,1,10:19:39
220,124,185,81,0,64.0,0,1,0,0,236.99,1,10:19:40
221,38,119,28,0,64.0,0,1,0,0,128.02,1,10:19:41
222,1,32,9,0,65.0,0,0,1,0,33.26,1,10:19:42
223,72,204,184,1,66.0,0,1,0,0,284.0,1,10:19:43
224,4,78,70,0,66.0,0,1,0,0,104.88,1,10:19:44
225,0,13,85,0,66.0,0,1,0,0,85.99,1,10:19:45
226,18,17,97,1,66.0,0,1,0,0,100.11,1,10:19:46
227,11,0,39,0,66.0,0,1,0,0,40.52,1,10:19:47
228,0,9,32,0,65.0,0,1,0,0,33.24,1,10:19:48
229,1,0,73,0,65.0,0,1,0,0,73.01,1,10:19:49
230,0,0,4,0,67.0,0,0,1,0,4.0,1,10:19:50
231,0,0,0,0,68.0,0,0,1,0,0.0,1,10:19:51
232,0,0,0,0,70.0,0,0,1,0,0.0,1,10:19:52
233,12,81,112,1,72.0,0,1,0,0,138.74,1,10:19:53
234,63,51,42,1,72.0,0,1,0,0,91.29,1,10:19:54
235,24,41,65,1,71.0,0,1,0,0,80.51,1,10:19:55
236,130,108,41,0,70.0,0,1,0,0,173.91,1,10:19:56
237,101,136,47,0,69.0,0,1,0,0,175.8,1,10:19:57
246,38,30,72,1,66.0,0,1,0,0,86.76,1,10:20:06
247,113,306,90,1,65.0,0,1,0,0,338.39,1,10:20:07
248,87,171,70,0,66.0,0,1,0,0,204.23,1,10:20:08
249,106,303,117,0,66.0,0,1,0,0,341.66,1,10:20:09
250,26,68,80,1,65.0,0,1,0,0,108.17,1,10:20:10
251,98,90,229,1,65.0,0,1,0,0,264.85,1,10:20:11
252,153,117,130,2,64.0,0,1,0,0,232.37,1,10:20:12
253,236,47,148,0,64.0,0,1,0,0,282.5,1,10:20:13
254,53,66,147,2,64.0,0,1,0,0,169.63,1,10:20:14
255,231,125,115,1,65.0,0,1,0,0,286.72,1,10:20:15
256,265,247,122,2,65.0,0,1,0,0,382.25,1,10:20:16
257,182,197,214,0,66.0,0,1,0,0,343.12,1,10:20:17
258,126,157,118,1,66.0,0,1,0,0,233.34,1,10:20:18
259,96,167,82,1,66.0,0,1,0,0,209.35,1,10:20:19
260,19,129,50,0,66.0,0,1,0,0,139.65,1,10:20:20
261,108,161,74,1,66.0,0,1,0,0,207.51,1,10:20:21
262,13,123,138,1,66.0,0,1,0,0,185.32,1,10:20:22
263,10,83,73,1,67.0,0,1,0,0,110.99,1,10:20:23
264,19,31,46,0,67.0,0,1,0,0,58.63,1,10:20:24
265,98,75,134,1,67.0,0,1,0,0,182.17,1,10:20:25
266,15,46,36,0,68.0,0,1,0,0,60.31,1,10:20:26
267,36,30,26,1,69.0,0,1,0,0,53.59,1,10:20:27
268,168,182,167,1,71.0,0,1,0,0,298.73,1,10:20:28
269,45,236,134,0,73.0,0,1,0,0,275.09,1,10:20:29
270,36,0,0,0,74.0,0,1,0,0,36.0,1,10:20:30
278,49,78,104,1,76.0,0,1,0,0,138.93,1,10:20:38
279,153,33,76,1,76.0,0,1,0,0,173.99,1,10:20:39
280,96,0,97,0,75.0,0,1,0,0,136.47,1,10:20:40
281,180,40,50,0,74.0,0,1,0,0,191.05,1,10:20:41
282,111,131,59,0,73.0,0,1,0,0,181.56,1,10:20:42
283,105,120,93,1,72.0,0,1,0,0,184.59,1,10:20:43
284,118,99,142,0,71.0,0,1,0,0,209.5,1,10:20:44
285,34,49,62,0,70.0,0,1,0,0,86.03,1,10:20:45
286,33,32,24,1,69.0,0,1,0,0,51.86,1,10:20:46
287,55,10,0,0,68.0,0,1,0,0,55.9,1,10:20:47
288,96,8,148,0,68.0,0,1,0,0,176.59,1,10:20:48
289,15,24,205,1,68.0,0,1,0,0,206.94,1,10:20:49
290,18,17,103,0,68.0,0,1,0,0,105.93,1,10:20:50
291,65,6,132,0,69.0,0,1,0,0,147.26,1,10:20:51
292,115,0,122,0,69.0,0,1,0,0,167.66,1,10:20:52
293,53,0,86,0,69.0,0,1,0,0,101.02,1,10:20:53
294,13,0,24,0,70.0,0,1,0,0,27.29,1,10:20:54
295,19,0,0,0,70.0,0,1,0,0,19.0,1,10:20:55
296,0,0,0,0,70.0,1,0,0,0,0.0,1,10:20:56
297,0,0,0,0,70.0,1,0,0,0,0.0,1,10:20:57
298,0,0,0,0,70.0,1,0,0,0,0.0,1,10:20:58
299,13,0,0,1,72.0,0,1,0,0,13.0,1,10:20:59
300,59,0,6,1,73.0,0,1,0,0,59.3,1,10:21:00
301,13,0,0,1,74.0,0,1,0,0,13.0,1,10:21:01
302,4,0,0,0,74.0,0,0,0,1,4.0,1,10:21:02
303,9,0,0,0,73.0,0,1,0,0,9.0,1,10:21:03
313,8,0,0,0,66.0,0,1,0,0,8.0,1,10:21:13
314,2,0,0,0,66.0,0,0,0,1,2.0,1,10:21:14
315,0,0,0,0,65.0,0,0,0,1,0.0,1,10:21:15
316,11,0,0,1,65.0,0,1,0,0,11.0,1,10:21:16
317,16,0,0,0,66.0,0,1,0,0,16.0,1,10:21:17
318,0,3,0,0,67.0,1,0,0,0,3.0,1,10:21:18
319,42,81,16,0,68.0,0,1,0,0,92.63,1,10:21:19
320,82,94,260,1,68.0,0,1,0,0,288.37,1,10:21:20
321,122,59,202,0,68.0,0,1,0,0,243.25,1,10:21:21
322,22,7,225,1,68.0,0,1,0,0,226.18,1,10:21:22
323,9,0,166,0,67.0,0,1,0,0,166.24,1,10:21:23
324,0,34,27,0,67.0,0,0,1,0,43.42,1,10:21:24
325,71,92,67,1,67.0,0,1,0,0,134.14,1,10:21:25
326,139,103,217,1,68.0,0,1,0,0,277.52,1,10:21:26
327,73,160,92,1,70.0,0,1,0,0,198.48,1,10:21:27
328,122,161,75,0,71.0,0,1,0,0,215.48,1,10:21:28
329,132,65,138,0,71.0,0,1,0,0,201.73,1,10:21:29
330,9,36,43,1,70.0,0,1,0,0,56.8,1,10:21:30
331,47,61,74,0,69.0,0,1,0,0,106.8,1,10:21:31
332,144,176,44,0,69.0,0,1,0,0,231.62,1,10:21:32
333,139,108,20,0,68.0,0,1,0,0,177.16,1,10:21:33
334,109,182,68,1,68.0,0,1,0,0,222.78,1,10:21:34
335,1,43,53,0,69.0,0,0,1,0,68.26,1,10:21:35
336,59,38,44,0,70.0,0,1,0,0,82.83,1,10:21:36
