time,env_temperature,env_pressure,altitude,env_humidity,env_co2
0.0,26.65,973.19,345.19,22.4,396
1.0,26.66,973.29,344.82,22.56,396
2.0,26.66,973.34,343.86,22.33,396
3.0,26.66,973.26,344.58,22.27,396
4.0,26.66,973.24,344.75,22.22,396
5.0,26.66,973.3,344.27,22.07,396
6.0,26.67,973.34,343.89,22.33,396
7.0,26.67,973.33,343.96,22.53,396
8.0,26.67,973.31,344.34,22.75,396
9.0,26.66,973.19,345.23,22.44,396
10.0,26.66,973.29,345.53,22.18,396
11.0,26.66,973.23,344.82,22.4,396
12.0,26.66,973.29,344.34,22.38,396
13.0,26.66,973.25,344.68,22.57,396
14.0,26.66,973.29,344.34,22.35,396
15.0,26.66,973.29,344.34,22.36,396
16.0,26.66,973.19,345.23,22.31,396
17.0,26.66,973.29,344.34,22.29,396
18.0,26.66,973.23,344.82,22.25,396
19.0,26.66,973.3,344.27,22.37,396
20.0,26.66,973.3,344.27,22.31,396
21.0,26.67,973.29,344.85,22.25,396
22.0,26.67,973.26,344.61,22.36,396
23.0,26.68,973.27,344.54,22.06,396
24.0,26.67,973.19,345.15,22.4,396
25.0,26.66,973.19,345.23,22.34,396
26.0,26.67,973.31,344.13,22.71,396
27.0,26.67,973.19,345.15,22.19,396
28.0,26.67,973.31,344.2,22.31,396
29.0,26.67,973.26,344.91,22.23,396
30.0,26.67,973.22,344.91,22.31,396
31.0,26.67,973.19,345.15,22.53,396
32.0,26.67,973.25,344.68,22.42,396
33.0,26.68,973.21,345.02,22.27,396
34.0,26.67,973.26,345.09,22.09,396
35.0,26.67,973.25,344.68,22.25,396
36.0,26.67,973.26,344.61,22.47,396
37.0,26.69,973.2,345.12,22.26,396
38.0,26.68,973.24,344.78,22.33,396
39.0,26.69,973.27,344.54,22.17,396
40.0,26.68,973.21,345.02,22.27,396
41.0,26.67,973.2,345.09,21.85,396
42.0,26.69,973.25,344.64,22.27,396
43.0,26.68,973.24,344.78,22.14,396
44.0,26.68,973.16,345.43,22.68,396
45.0,26.69,973.23,344.88,22.25,396
46.0,26.68,973.24,345.5,22.35,396
47.0,26.68,973.25,344.71,22.24,396
48.0,26.69,973.23,344.88,22.24,396
49.0,26.68,973.25,345.43,22.14,396
50.0,26.69,973.25,344.64,22.24,396
51.0,26.68,973.27,344.47,22.39,396
52.0,26.69,973.23,344.88,22.67,396
53.0,26.69,973.23,344.88,22.22,396
54.0,26.69,973.23,344.71,22.04,396
55.0,26.68,973.22,344.95,22.23,396
56.0,26.69,973.2,345.12,22.08,396
57.0,26.69,973.23,344.81,22.02,396
58.0,26.7,973.24,344.74,22.23,396
59.0,26.69,973.17,344.81,22.41,396
60.0,26.69,973.23,344.81,22.29,396
61.0,26.69,973.23,344.81,22.05,396
