time,mouse_movement,mouse_clicks
0.0,373.65034369886496,2.0
1.0,1294.147609502231,3.0
2.0,1086.0109867244469,3.5
3.0,1049.6259555054717,2.75
4.0,535.8129777527358,2.375
5.0,292.8867698852707,3.125
6.0,778.8687742049393,4.5
7.0,1053.2351635715352,4.1875
8.0,601.3639539613793,3.0625
9.0,1510.8822632218905,2.5
10.0,820.6093134146334,4.1875
11.0,449.11684797434174,3.0
12.0,414.89473461648333,1.4375
13.0,510.1264646245702,0.6875
14.0,1219.194647524521,3.3125
15.0,1555.6924368901782,3.5625
16.0,1751.9512654035343,3.75
17.0,2130.485355802064,3.875
18.0,2711.7006078979994,4.9375
19.0,1971.1804579757968,4.375
20.0,3011.117164150226,5.125
21.0,3293.8795266080315,3.5
22.0,1672.3582100833564,2.6875
23.0,1783.3496053753602,3.25
24.0,1423.1269053191768,4.5625
25.0,1349.473382994449,3.1875
26.0,659.3127805003132,1.5625
27.0,3105.783110093616,3.75
28.0,3192.5648433276615,2.8125
29.0,3556.2704801055684,2.3125
30.0,2608.7946944073196,2.125
31.0,2954.31111613738,3.0625
32.0,3612.2194311778258,4.4375
33.0,2552.5961014114296,5.1875
34.0,4281.855093606496,5.5625
35.0,3503.5903773951295,3.75
36.0,3158.8689871630895,2.8125
37.0,2788.7936468327816,1.3125
38.0,1979.4384345195988,3.5625
39.0,1270.0932166719012,2.6875
40.0,2440.7398138807316,2.3125
41.0,1638.2786490457784,2.125
42.0,1665.080205761988,2.0625
43.0,3182.161428160667,1.9375
44.0,2924.5028744041147,3.9375
45.0,3733.3307758513547,2.9375
46.0,2034.7376025466583,1.4375
47.0,1033.0985410675446,0.6875
48.0,449.52789997938305,0.3125
49.0,193.72709679289616,0.0625
50.0,24.08654851942814,0.0
51.0,490.57912481392935,1.0
52.0,569.8024690083962,1.5
53.0,963.8394316469535,1.75
54.0,1199.4768379902132,1.875
55.0,643.1526325574797,0.9375
56.0,323.44379326416856,0.4375
57.0,151.53847160785756,0.1875
58.0,79.37400833046385,0.0625
59.0,2531.166775582405,0.0
60.0,1349.2977614292438,0.0
61.0,754.1886985264873,0.0
62.0,398.09434926324366,0.0
63.0,243.342354095839,1.0
64.0,160.25349474438843,3.5
65.0,658.4291671333197,1.75
66.0,660.3288285788954,1.875
67.0,412.3365914141939,0.9375
68.0,231.5882519627223,0.4375
69.0,120.13343424311957,0.125
70.0,232.8697252115071,0.0625
71.0,1116.9630216072417,2.0
72.0,2002.1350111126649,3.0
73.0,3413.9810621749193,3.5
74.0,2135.951548301606,1.75
75.0,1110.008335528236,1.875
76.0,1089.846855957428,0.875
77.0,1255.3877747313907,1.375
78.0,1727.0071798890249,1.625
79.0,3069.0801694445154,0.8125
80.0,4078.877456383347,1.375
81.0,2256.7208614126507,2.6875
82.0,1694.6443405986154,2.3125
83.0,2207.328446794759,1.125
84.0,1525.8127566575777,4.5625
85.0,922.290085961334,4.25
86.0,1156.1639912759315,6.0625
87.0,921.4165654084502,5.0
88.0,996.5330781854158,3.5
89.0,1172.7516807142879,4.625
90.0,1295.4274986414866,3.25
91.0,1446.9127606629231,1.5
92.0,1667.3570266139204,3.6875
93.0,1381.8048078337306,4.8125
94.0,1369.5793255365586,4.3125
95.0,1216.585288236087,4.125
96.0,1386.6012675929974,5.0625
97.0,1174.316023894278,5.4375
98.0,1060.6654888992553,5.625
99.0,1458.9628337314698,5.75
100.0,930.6899903399392,3.8125
101.0,834.2246648877043,3.8125
102.0,606.1828410687526,1.8125
103.0,485.33932795338615,5.8125
104.0,1060.5109498141153,3.8125
105.0,4659.308108786883,2.875
106.0,2891.460321938136,3.375
107.0,2841.523658125709,3.6875
108.0,2293.79257665324,3.6875
109.0,3633.6431174677105,3.8125
110.0,1912.62678400895,2.875
111.0,3142.52721664642,2.375
112.0,1673.9301133626213,4.125
113.0,1184.3028862288606,4.0
114.0,1521.8405135239593,3.9375
115.0,1464.1136282936418,1.9375
116.0,2006.5269373355281,1.9375
117.0,3815.5947260148064,1.875
118.0,2675.6821511489225,4.875
119.0,1746.2526997234245,5.375
120.0,1662.4180017959584,2.6875
121.0,1460.1375419242297,3.3125
122.0,1526.5785412372763,3.625
123.0,1350.1547237907141,2.6875
124.0,3091.3118732968273,2.25
125.0,1970.3457654563567,4.125
126.0,1887.9722953965688,4.0
127.0,1757.7099213908011,3.9375
128.0,1338.334453267024,4.9375
129.0,1108.4040989516407,5.4375
130.0,2947.6005065859254,3.625
131.0,4439.078935135672,2.75
132.0,3049.445804264442,3.3125
133.0,2396.799372520328,2.5625
134.0,2100.0084883208947,2.1875
135.0,1435.1388936011087,2.0625
136.0,1137.2352868737516,2.0
137.0,972.5675052524084,0.9375
138.0,1847.4320715068945,1.4375
139.0,2899.9692109525236,0.6875
140.0,2403.563230493788,3.3125
141.0,2938.2517788814666,3.625
142.0,1771.9211584078325,4.8125
143.0,1739.4819045721727,5.375
144.0,1490.5486021377624,2.6875
145.0,1333.3551044407895,4.25
146.0,1205.7471059143609,4.0625
147.0,1414.259453925431,3.9375
148.0,1090.4674493259113,5.875
149.0,1420.9498690694863,4.9375
150.0,1456.1036272847373,4.375
151.0,1548.6116366817519,4.125
152.0,1363.691133490961,3.0
153.0,1862.0066393488864,1.375
154.0,1389.2182085465402,2.625
155.0,1322.4408435069224,3.25
156.0,1372.8358828218027,3.5625
157.0,1215.6914368125726,4.75
158.0,1246.9455646513816,2.375
159.0,1341.157076452901,2.125
160.0,3230.077705308797,6.0
161.0,2214.561793179234,5.9375
