time,gsr
0.0,21116.7177352952
1.0,21308.91788237848
2.0,21341.36220131235
3.0,21372.555679994082
4.0,21434.039950995553
5.0,21538.320547474555
6.0,21646.340013302077
7.0,21686.591258694767
8.0,21771.290730704342
9.0,21808.82647573475
10.0,21893.204868527937
11.0,21934.94842987659
12.0,21943.386587722154
13.0,21952.89508976301
14.0,21970.17773793779
15.0,22070.01398176435
16.0,22111.990716893375
17.0,22168.146952409814
18.0,22259.87660286249
19.0,22363.31934812347
20.0,22421.04118188616
21.0,22461.51941576502
22.0,22543.015236276402
23.0,22631.281506872096
24.0,22662.87222586437
25.0,22755.72573184853
26.0,22809.256779268966
27.0,22790.748573594985
28.0,22810.56511106212
29.0,22766.820969101558
30.0,22604.28236797475
31.0,22356.35723475869
32.0,22197.227582332194
33.0,22156.83066203529
34.0,22138.14004422121
35.0,22131.326865935935
36.0,22154.694884856945
37.0,22168.683247373352
38.0,22216.347771789
39.0,22255.23255118064
40.0,22329.36498961834
41.0,22413.923910306497
42.0,22545.080244878467
43.0,22607.38462358342
44.0,22519.203017594984
45.0,22204.478877515143
46.0,21608.167691907605
47.0,21118.08742934163
48.0,20932.22533216977
49.0,21020.43142344703
50.0,20775.422802712077
51.0,19887.497415936872
52.0,18828.964918320966
53.0,18113.15000751951
54.0,17913.012066735322
55.0,18047.433138416272
56.0,18222.979615184136
57.0,18457.299578143626
58.0,18742.027851338873
59.0,18985.659937212153
60.0,19126.764562313674
61.0,19168.840889123334
62.0,19244.502865973
63.0,19356.02749468372
64.0,19515.57986558601
65.0,19616.275911937944
66.0,19690.158944744137
67.0,19858.854910255977
68.0,19857.98976273651
69.0,19862.739260837465
70.0,19636.066986842274
71.0,19182.393967845626
72.0,18828.454430320293
73.0,18444.656800199304
74.0,18021.428773228676
75.0,17917.804654610358
76.0,18082.655417420647
77.0,18261.581974013505
78.0,18490.766751035
79.0,18700.111573151327
80.0,18871.954707205055
81.0,19068.143073144292
82.0,19211.59696346004
83.0,19282.914114772422
84.0,19423.832773301394
85.0,19553.558020362645
86.0,19695.67574426929
87.0,19745.71499214448
88.0,19823.175207083572
89.0,19885.673835827787
90.0,19906.123587603113
91.0,19967.604318154587
92.0,20076.015065143747
93.0,20133.396100682385
94.0,20203.9136735235
95.0,20362.589670143738
96.0,20274.43772520646
97.0,20059.4820944861
98.0,19878.641438471634
99.0,19822.9881641224
100.0,19858.000630814335
101.0,19894.918803618937
102.0,19916.03468671123
103.0,20042.79832596372
104.0,20099.745264525118
105.0,20135.87247438995
106.0,20158.339185491368
107.0,20266.280524676327
108.0,20334.18635834921
109.0,20374.21939066428
110.0,20413.727831247506
111.0,20485.74277907292
112.0,20528.209223932477
113.0,20596.20363830711
114.0,20693.10235421983
115.0,20708.105057192064
116.0,20735.100290382034
117.0,20708.224321212856
118.0,20677.577379480696
119.0,20690.50193562035
120.0,20615.77032479858
121.0,20293.419242723412
122.0,19997.971140128517
123.0,19892.901670968284
124.0,19866.92364555964
125.0,19893.208088649888
126.0,19966.618775993433
127.0,20023.47472953859
128.0,20099.876952129096
129.0,20269.786893162556
130.0,20485.741976057237
131.0,20661.858298450104
132.0,20778.573533954335
133.0,20834.289642697266
134.0,20780.054383173534
135.0,20829.034965060964
136.0,20910.193409415704
137.0,21004.769228533005
138.0,20917.240686768342
139.0,20934.681341084673
140.0,20868.087343647916
141.0,20552.861339461277
142.0,20039.02631985325
143.0,19623.41614120112
144.0,19538.773891696
145.0,19609.167870165566
146.0,19690.32357514694
147.0,19817.140209682337
148.0,19937.535468600487
149.0,20081.777867678655
150.0,20206.850723553704
151.0,20331.343879034925
152.0,20414.550943601756
153.0,20491.765536578037
154.0,20604.497579994757
155.0,20649.6989348198
156.0,20719.5920777926
157.0,20816.104605684322
158.0,20873.47138807851
159.0,20930.653908614215
160.0,20991.00675596678
161.0,21050.408081707537
162.0,21126.962623644737
163.0,21179.83988812517
164.0,21212.74237425855
165.0,21286.726495974268
166.0,21251.06065371589
167.0,21340.23386207388
168.0,21422.94105477517
169.0,21526.597641477056
170.0,21522.844240480983
171.0,21616.374669463883
172.0,21660.806572426904
173.0,21715.27889070772
174.0,21800.761458575456
175.0,21908.69040538738
176.0,22002.221521305575
177.0,22059.400429506328
178.0,22118.803270467673
179.0,22171.83350605291
180.0,22184.885324999646
181.0,22221.32077965405
182.0,22241.134591043807
183.0,22289.16975551031
184.0,22304.221819924293
185.0,22401.280428932336
186.0,22441.98909649389
187.0,22428.69714380818
188.0,22509.22747834767
189.0,22642.535766905465
190.0,22731.471040595243
191.0,22436.442500299643
192.0,22178.040736474453
193.0,21834.158493389295
194.0,21281.493180916445
195.0,21024.914497721657
196.0,20964.947832981314
197.0,20923.273919454048
198.0,21036.54713033107
199.0,21047.968846772732
200.0,21127.408228126715
201.0,21263.68576942848
202.0,21273.734859662403
203.0,21347.52234689211
204.0,21529.599643760826
205.0,21653.536075218035
206.0,21747.261771983147
207.0,21839.008985458462
208.0,21923.861489258477
209.0,21973.93959919895
210.0,22015.953158979697
211.0,22037.92036889164
212.0,22148.387393589735
213.0,22217.60653437439
214.0,22225.344436665084
215.0,22213.453794553345
216.0,22185.461218154633
217.0,22197.316081965473
218.0,22303.46641071631
219.0,22441.447105290827
220.0,22428.211790043082
221.0,22365.017205961998
222.0,22426.44011945564
223.0,22555.093682424864
224.0,22505.69800872892
225.0,22139.45963507788
226.0,21837.85668309479
227.0,21588.352193229824
228.0,21305.89100663546
229.0,21225.416718821514
230.0,21149.061329804535
231.0,21106.316880137405
232.0,21079.59162372371
233.0,21258.34785724007
234.0,21354.33916399927
235.0,21323.517481469455
236.0,21196.1994372562
237.0,20901.00423247533
238.0,20566.049810954857
239.0,20349.534311928655
240.0,20198.837582074284
241.0,20170.89718443957
242.0,20301.1585948985
243.0,20524.128540096288
244.0,20714.27016149089
245.0,20839.756482753022
246.0,20955.4661115742
247.0,21051.15098465721
248.0,20996.341080520808
249.0,20953.202733838167
250.0,21022.564669952124
251.0,21123.457825366586
252.0,21159.320063599884
253.0,21261.18544783379
254.0,21359.97994327976
255.0,21421.272167923617
256.0,21175.133275606007
257.0,20510.96224416761
258.0,19692.84855878915
259.0,18610.875759316754
260.0,17898.236795068056
261.0,17851.175601304836
262.0,18096.81140020361
263.0,18356.586915917323
264.0,18632.07868700468
265.0,18901.89365122212
266.0,19042.467368202408
267.0,19065.375344725955
268.0,19044.679753255397
269.0,19062.88167565503
270.0,18988.84820534809
271.0,19023.522177808132
272.0,19092.340790249393
273.0,19221.815213201353
274.0,19307.357397731364
275.0,19387.694704873404
276.0,19495.62805863918
277.0,19554.26853162353
278.0,19644.08078120728
279.0,19817.82766987109
280.0,19947.79820836352
281.0,20018.850592641018
282.0,20125.587692692887
283.0,20225.784052093753
284.0,20330.944467884394
285.0,20409.032178046247
286.0,20471.83951232003
287.0,20567.128347203397
288.0,20690.67425682697
289.0,20782.39934824629
290.0,20826.718879690627
291.0,20898.274243653337
292.0,20973.337079796052
293.0,21000.137621927446
294.0,21043.713959070556
295.0,21133.273289995923
296.0,21257.72289018446
297.0,21378.69887899818
298.0,21554.183878190415
299.0,21676.415907012764
300.0,21755.925422063585
301.0,21802.43058063497
302.0,21851.24514178638
303.0,21776.922045369793
304.0,21508.840170790143
305.0,20760.58808788078
306.0,19792.612692328803
307.0,19359.947016466263
308.0,19339.6585896704
309.0,19508.744315125514
310.0,19722.187116351888
311.0,19835.98659246846
312.0,19965.746741795327
313.0,20068.03424457433
314.0,20182.310966100194
315.0,20229.1276941678
316.0,20340.597237395683
317.0,20422.896738319847
318.0,20447.55921012155
319.0,20392.450765678695
320.0,20456.517344399093
321.0,20537.164479746483
322.0,20486.607275529448
323.0,20435.01711112965
324.0,20479.81143855989
325.0,20235.64174157105
326.0,19809.21677088165
327.0,19689.748919389705
328.0,19797.298545167432
329.0,19965.699189464103
330.0,20106.922474661005
331.0,20275.482937889443
332.0,20423.55856245122
333.0,20560.31269290411
334.0,20690.823827403536
