time,mouse_movement,mouse_clicks
0.0,676.0025412365801,1.0
1.0,1277.9051050722055,2.5
2.0,1150.3282087959083,3.25
3.0,4792.714144744829,5.625
4.0,3656.187161548588,5.8125
5.0,2268.4730158072407,5.875
6.0,2638.8110999763,4.875
7.0,1598.3209028892165,3.375
8.0,1425.8949373669138,1.5625
9.0,1378.4014683072096,1.6875
10.0,1104.6705838984606,0.75
11.0,623.6421017957445,2.3125
12.0,745.5515205498189,2.125
13.0,779.1327271449668,1.0625
14.0,1471.613622859943,0.5
15.0,787.1716804962789,0.25
16.0,1151.414444863311,0.0625
17.0,573.8651610341735,0.0
18.0,380.5576655953826,0.0
19.0,155.77655156027993,0.0
20.0,76.86330734660174,0.0
21.0,23.633061887780748,0.0
22.0,12.441530943890374,0.0
23.0,14.875,0.0
24.0,7.4375,0.0
25.0,107.51592712474618,0.0
26.0,165.0330627484771,0.0
27.0,109.48528137423855,0.0
28.0,86.36764068711928,0.0
29.0,2270.434268805727,0.0
30.0,4662.997137766103,0.0
31.0,3980.674099803942,0.0
32.0,2061.493299901971,0.0
33.0,2446.756069224834,0.0
34.0,1153.7764580979742,1.0
35.0,1066.602178141066,2.5
36.0,653.7189549738299,3.25
37.0,359.8521181740342,1.625
38.0,135.64451473470933,0.8125
39.0,67.82225736735467,0.375
40.0,15.159301522879085,0.125
41.0,2.2026650429449557,0.0
42.0,19.22677276241436,0.0
43.0,357.8015011101576,0.0
44.0,189.3149641174519,0.0
45.0,256.11332618144166,0.0
46.0,128.05666309072083,0.0
47.0,63.42749489653497,0.0
48.0,20.832868862987784,0.0
49.0,10.090990257669732,0.0
50.0,0.0,0.0
51.0,386.9064949663608,0.0
52.0,962.8213755201484,2.0
53.0,1169.929967632753,1.0
54.0,584.9649838163765,0.5
55.0,292.48249190818825,0.25
56.0,258.3869616070042,0.125
57.0,268.5948330697363,2.0
58.0,112.78118903884692,1.0
59.0,56.39059451942346,0.5
60.0,28.19529725971173,0.25
61.0,10.21525664171184,0.125
62.0,0.0,0.0
63.0,374.18350948328026,0.0
64.0,1194.259253134675,2.0
65.0,2340.099196325382,2.0
66.0,3184.5472454967917,2.0
67.0,2848.6053582896693,3.0
68.0,2416.781456034739,5.5
69.0,1580.4611896516587,5.6875
70.0,1534.896958584586,5.8125
71.0,1073.820323611334,5.875
72.0,1062.434240701992,5.875
73.0,1049.0110625598945,5.8125
74.0,828.8867143208472,3.8125
75.0,1202.8689168301908,3.8125
76.0,1221.8914708128798,2.8125
77.0,1135.2731154276826,2.3125
78.0,1838.8895191104762,2.0625
79.0,1472.454238395519,2.0
80.0,710.8084160022065,0.9375
81.0,335.65425752011953,0.4375
82.0,150.89035082420844,0.1875
83.0,816.9897340822432,0.0625
84.0,677.4857659056236,0.0
85.0,1254.5786850343234,1.0
86.0,1298.6451260687622,3.5
87.0,1831.9143338679628,4.75
88.0,895.525682035285,3.375
89.0,438.8071532824399,1.6875
90.0,190.78370782617273,0.8125
91.0,74.41198567709885,0.3125
92.0,1559.4176071670154,0.0625
93.0,1808.500575928815,2.0
94.0,1260.1302442900428,2.0
95.0,2065.0259922423593,1.0
96.0,1608.4327950594688,3.5
97.0,887.7350504928845,5.75
98.0,1113.2073268430647,5.8125
99.0,1156.8913755751435,5.875
100.0,1361.2778749194595,5.9375
101.0,1637.932105210607,5.875
