time,mouse_movement,mouse_clicks
0.0,85.48528137423855,0.0
1.0,1418.2124072229753,0.0
2.0,955.1089211521471,0.0
3.0,580.297722359296,2.0
4.0,673.8896803226298,1.0
5.0,370.68763868074313,0.5
6.0,359.12764315993945,0.25
7.0,184.87623665682412,1.125
8.0,609.988190713866,0.5
9.0,1036.6737240622983,2.25
10.0,850.3629659125402,3.125
11.0,2018.0615465688702,5.5625
12.0,2616.6362971940007,4.75
13.0,1956.1392813885425,4.375
14.0,1274.6901396706974,2.125
15.0,857.4311680166816,1.0
16.0,863.4091720619745,1.375
17.0,556.254450161743,1.625
18.0,681.7860325170686,0.75
19.0,829.967748634038,0.375
20.0,1016.8870095284055,0.1875
21.0,1017.7011559805429,1.0625
22.0,503.38807073822676,0.5
23.0,238.43116745336292,0.25
24.0,807.7771543933729,2.125
25.0,1463.0074958815617,4.0625
26.0,1005.3643846023583,2.0
27.0,655.0625902050356,1.0
28.0,594.7795563888374,0.5
29.0,719.1011646241737,0.1875
30.0,854.2417191950826,1.0
31.0,1169.7698393926426,3.5
32.0,607.1230322618258,5.75
33.0,459.7663571518194,5.875
34.0,1308.89816653864,5.9375
35.0,1435.8131453672206,4.9375
36.0,2484.2457601460374,2.375
37.0,1438.2431201118764,3.0625
38.0,910.8786690804841,6.4375
39.0,667.7426435811965,8.125
40.0,1067.6381970275697,6.0
41.0,762.216247380857,6.0
42.0,1440.9801240054069,5.9375
43.0,1466.8672484891633,6.8125
44.0,1547.579268679105,6.25
45.0,1099.391410207306,5.0625
46.0,681.1591792879361,6.4375
47.0,653.9739209695126,4.125
48.0,1294.4780793936382,5.9375
49.0,972.9586328245701,2.875
50.0,1010.995578804175,1.375
51.0,858.6118597193881,0.5625
52.0,577.6134505152403,2.25
53.0,393.97329783893133,3.0
54.0,761.0568927489667,4.5
55.0,934.7448912663867,8.25
56.0,819.3057451458088,9.125
57.0,585.7858064972513,10.5
58.0,428.2595111959097,10.1875
59.0,366.615238268917,7.0
60.0,275.7791806872643,6.3125
61.0,415.36812446361574,6.0
62.0,1533.4138305554623,4.8125
63.0,964.7996080164359,3.25
64.0,697.0721067689639,5.5625
65.0,858.4736986334534,6.6875
66.0,1091.3157448874629,4.25
67.0,541.8803828575211,4.0625
68.0,528.6891826005722,3.0
69.0,888.7602735987439,4.375
70.0,1065.8980191424228,3.0625
71.0,742.6688999633633,3.5
72.0,556.9513015072566,5.6875
73.0,2315.366759836595,7.8125
74.0,2272.2487929835024,6.8125
75.0,1335.5853864904752,6.375
76.0,1044.3825706749403,6.125
77.0,1824.7967577827962,6.9375
78.0,1126.9140521425172,6.3125
79.0,1236.056059749952,6.0625
80.0,1621.0139630830433,5.9375
81.0,1170.9417627146731,6.875
82.0,1637.984818879367,4.3125
83.0,2068.576248879061,7.0625
84.0,2310.2347662821844,4.4375
85.0,2007.44550968911,7.125
86.0,1699.5960647152592,6.4375
87.0,1216.4486125272556,7.1875
88.0,1403.8567701680786,6.4375
89.0,1339.192783251407,7.1875
90.0,1176.5167692948585,7.4375
91.0,2859.4484230771077,4.625
92.0,4467.451326354011,5.1875
93.0,4678.508063306361,5.5
94.0,2791.3153761945323,6.625
95.0,2455.712198845379,8.1875
96.0,1778.331590098309,7.0625
97.0,2317.696738104969,5.4375
98.0,3546.874058553113,6.625
99.0,4746.834543452417,6.1875
100.0,3386.4203963729497,7.9375
101.0,2420.831177163578,5.875
102.0,1627.3496791531256,6.875
103.0,1141.8862093642,8.3125
104.0,1756.1679304602974,5.0625
105.0,1856.9424798303235,6.375
106.0,1149.8783039411474,3.125
107.0,873.1062128455858,1.4375
108.0,500.7174667923265,0.5625
109.0,239.4023068349765,0.25
110.0,128.918131021927,0.0
111.0,723.8319485510528,0.0
112.0,1505.467670040077,3.0
113.0,1930.5222771426547,2.5
114.0,1355.2748156261637,5.25
115.0,1017.9748389337448,6.625
116.0,1993.375690414633,6.3125
117.0,1873.925401177566,6.0625
118.0,1715.2209503735126,4.0
119.0,1275.0789048282568,2.875
120.0,1283.7681550975694,3.3125
121.0,968.5228423562272,1.5625
122.0,821.8835825724589,1.6875
123.0,834.516587648759,3.8125
124.0,993.5060752205172,6.875
