time,heart_rate
0.0,92.0
1.0,92.0
2.0,91.42857142857143
3.0,90.66666666666666
4.0,89.80645161290323
5.0,88.83870967741936
6.0,88.35483870967742
7.0,88.12903225806451
8.0,87.51612903225806
9.0,87.2258064516129
10.0,87.09677419354838
11.0,87.03225806451613
12.0,87.0
13.0,87.0
14.0,87.0
15.0,87.0
16.0,87.0
17.0,87.0
18.0,87.51612903225806
19.0,87.7741935483871
20.0,87.90322580645162
21.0,88.48387096774194
22.0,88.7741935483871
23.0,89.93548387096774
24.0,91.03225806451613
25.0,92.09677419354838
26.0,93.12903225806451
27.0,94.16129032258064
28.0,94.64516129032258
29.0,93.83870967741936
30.0,92.90322580645162
31.0,91.90322580645162
32.0,90.87096774193549
33.0,90.35483870967742
34.0,89.61290322580646
35.0,89.7741935483871
36.0,89.87096774193549
37.0,90.45161290322581
38.0,91.25806451612902
39.0,91.16129032258064
40.0,91.09677419354838
41.0,90.54838709677419
42.0,90.25806451612904
43.0,90.61290322580646
44.0,90.80645161290323
45.0,91.41935483870968
46.0,91.74193548387098
47.0,91.90322580645162
48.0,91.96774193548387
49.0,91.48387096774194
50.0,90.70967741935485
51.0,89.80645161290323
52.0,88.83870967741936
53.0,87.83870967741936
54.0,87.35483870967741
55.0,86.61290322580643
56.0,86.25806451612902
57.0,86.09677419354838
58.0,86.54838709677418
59.0,87.29032258064515
60.0,87.67741935483872
61.0,88.38709677419355
62.0,89.25806451612904
63.0,89.67741935483872
64.0,89.87096774193549
65.0,89.45161290322581
66.0,89.22580645161291
67.0,88.58064516129033
68.0,88.25806451612904
69.0,87.58064516129032
70.0,87.25806451612902
71.0,87.09677419354838
72.0,87.03225806451613
73.0,87.0
74.0,87.51612903225806
75.0,87.7741935483871
76.0,88.41935483870968
77.0,88.74193548387098
78.0,89.41935483870968
79.0,90.25806451612904
80.0,90.67741935483872
81.0,90.87096774193549
82.0,90.45161290322581
83.0,90.2258064516129
84.0,90.09677419354838
85.0,89.51612903225806
86.0,89.22580645161291
87.0,89.09677419354838
88.0,90.06451612903226
89.0,91.06451612903226
90.0,92.09677419354838
91.0,92.09677419354838
92.0,92.09677419354838
93.0,91.54838709677419
94.0,91.25806451612902
95.0,91.09677419354838
96.0,91.03225806451613
97.0,91.51612903225806
98.0,92.29032258064515
99.0,93.19354838709677
100.0,93.64516129032258
101.0,94.38709677419355
102.0,94.74193548387098
103.0,95.41935483870968
104.0,95.74193548387096
105.0,96.41935483870967
106.0,97.25806451612902
107.0,97.6774193548387
108.0,97.87096774193549
109.0,97.96774193548387
110.0,97.48387096774194
111.0,97.74193548387096
112.0,97.87096774193549
113.0,98.96774193548387
114.0,99.51612903225805
115.0,100.32258064516128
116.0,101.2258064516129
117.0,101.16129032258064
118.0,101.09677419354838
119.0,101.06451612903226
120.0,100.51612903225805
121.0,100.2258064516129
122.0,100.09677419354838
123.0,100.03225806451613
124.0,99.48387096774192
125.0,99.2258064516129
126.0,99.09677419354838
127.0,99.03225806451613
128.0,99.0
129.0,99.0
130.0,99.0
131.0,99.0
132.0,99.51612903225805
133.0,99.77419354838709
134.0,100.41935483870967
135.0,100.2258064516129
136.0,99.61290322580645
137.0,98.77419354838709
138.0,97.83870967741936
139.0,96.83870967741936
140.0,95.83870967741936
141.0,94.83870967741936
142.0,94.35483870967741
143.0,94.12903225806451
144.0,94.03225806451613
145.0,93.48387096774194
146.0,92.70967741935485
147.0,91.80645161290323
148.0,90.83870967741936
149.0,89.83870967741936
150.0,88.32258064516128
151.0,87.06451612903226
152.0,85.93548387096774
153.0,84.35483870967741
154.0,83.06451612903226
155.0,81.93548387096774
156.0,80.87096774193549
157.0,80.87096774193549
158.0,80.90322580645162
159.0,80.93548387096774
160.0,80.96774193548387
161.0,81.0
162.0,81.0
163.0,81.51612903225805
164.0,82.29032258064515
165.0,83.70967741935483
166.0,84.93548387096774
167.0,86.58064516129032
168.0,87.90322580645162
169.0,88.03225806451613
170.0,87.54838709677419
171.0,86.7741935483871
172.0,85.83870967741936
173.0,85.35483870967741
174.0,85.12903225806451
175.0,85.54838709677418
176.0,86.29032258064515
177.0,87.19354838709677
178.0,88.16129032258064
179.0,88.12903225806451
180.0,87.58064516129032
181.0,87.29032258064515
182.0,87.12903225806451
183.0,87.54838709677419
184.0,88.29032258064515
185.0,89.70967741935485
186.0,90.93548387096774
187.0,91.54838709677419
188.0,92.35483870967742
189.0,92.2258064516129
190.0,92.12903225806451
191.0,91.54838709677419
192.0,90.74193548387098
193.0,90.3225806451613
194.0,89.61290322580646
195.0,88.74193548387098
196.0,88.3225806451613
197.0,88.12903225806451
198.0,88.03225806451613
199.0,88.0
200.0,88.0
201.0,88.0
202.0,88.0
203.0,87.48387096774192
204.0,86.70967741935483
205.0,85.80645161290323
206.0,85.35483870967741
207.0,85.12903225806451
208.0,85.03225806451613
209.0,85.0
210.0,85.0
211.0,84.48387096774192
212.0,83.70967741935483
213.0,83.32258064516128
214.0,83.12903225806451
215.0,83.54838709677418
216.0,83.7741935483871
217.0,83.90322580645162
218.0,83.96774193548387
219.0,83.48387096774192
220.0,82.70967741935485
221.0,81.80645161290323
222.0,80.83870967741936
223.0,80.35483870967741
224.0,80.12903225806451
225.0,80.54838709677418
226.0,80.7741935483871
227.0,81.41935483870967
228.0,82.25806451612902
229.0,82.6774193548387
230.0,82.87096774193549
231.0,82.96774193548387
232.0,83.0
233.0,83.51612903225805
234.0,83.7741935483871
235.0,84.41935483870967
236.0,85.25806451612902
237.0,85.67741935483869
238.0,86.38709677419354
239.0,86.2258064516129
240.0,86.12903225806451
241.0,86.06451612903226
242.0,86.54838709677418
243.0,87.29032258064515
244.0,87.67741935483872
245.0,87.87096774193549
246.0,87.4516129032258
247.0,86.70967741935483
248.0,85.29032258064515
249.0,84.5806451612903
250.0,84.2258064516129
251.0,84.5806451612903
252.0,85.29032258064515
253.0,86.19354838709677
254.0,87.16129032258064
255.0,88.16129032258064
256.0,88.64516129032259
257.0,88.87096774193549
258.0,88.96774193548387
259.0,89.0
260.0,89.51612903225806
261.0,89.25806451612904
262.0,89.12903225806451
263.0,89.06451612903226
264.0,88.51612903225806
265.0,87.70967741935485
266.0,86.80645161290323
267.0,85.83870967741936
268.0,85.35483870967741
269.0,85.12903225806451
270.0,85.03225806451613
271.0,85.0
272.0,85.0
273.0,85.51612903225805
274.0,86.29032258064515
275.0,87.70967741935483
276.0,89.45161290322581
277.0,91.35483870967742
278.0,93.32258064516128
279.0,95.32258064516128
280.0,96.80645161290323
281.0,98.54838709677419
282.0,99.90322580645162
283.0,100.54838709677418
284.0,100.83870967741935
285.0,99.93548387096774
286.0,98.93548387096774
287.0,97.38709677419354
288.0,96.09677419354838
289.0,94.93548387096774
290.0,94.38709677419355
291.0,94.12903225806451
292.0,94.03225806451613
293.0,94.0
294.0,94.0
295.0,94.51612903225806
296.0,94.7741935483871
297.0,95.41935483870968
298.0,95.74193548387096
299.0,95.90322580645162
300.0,95.45161290322581
301.0,94.70967741935483
302.0,93.80645161290323
303.0,92.3225806451613
304.0,91.06451612903226
305.0,89.93548387096774
306.0,88.87096774193549
307.0,88.35483870967742
308.0,87.61290322580645
309.0,87.25806451612902
310.0,87.09677419354838
311.0,87.03225806451613
312.0,87.0
313.0,87.0
314.0,87.0
315.0,87.51612903225806
316.0,88.29032258064515
317.0,89.19354838709677
318.0,90.16129032258064
319.0,90.64516129032259
320.0,90.87096774193549
321.0,90.96774193548387
322.0,91.0
323.0,91.0
324.0,90.48387096774194
325.0,90.2258064516129
326.0,89.58064516129033
327.0,89.25806451612904
328.0,88.58064516129033
329.0,88.25806451612904
330.0,88.09677419354838
331.0,88.03225806451613
332.0,88.0
333.0,88.0
334.0,88.0
335.0,88.0
336.0,88.0
337.0,87.48387096774192
338.0,87.2258064516129
339.0,86.5806451612903
340.0,86.25806451612902
341.0,86.09677419354838
342.0,86.03225806451613
343.0,86.51612903225805
