,ibi_s,day,time
1,0.703,1,09:53:08
2,0.723,1,09:53:08
3,0.686,1,09:53:09
4,0.691,1,09:53:10
5,0.703,1,09:53:10
6,0.704,1,09:53:11
7,0.73,1,09:53:12
8,0.742,1,09:53:13
9,0.724,1,09:53:13
10,0.739,1,09:53:14
11,0.767,1,09:53:15
12,0.783,1,09:53:16
13,0.811,1,09:53:16
14,0.814,1,09:53:17
15,0.762,1,09:53:18
16,0.783,1,09:53:19
17,0.781,1,09:53:19
18,0.789,1,09:53:20
19,0.777,1,09:53:21
20,0.752,1,09:53:22
21,0.756,1,09:53:23
22,0.771,1,09:53:23
23,0.8,1,09:53:24
24,0.804,1,09:53:25
25,0.795,1,09:53:26
26,0.83,1,09:53:27
27,0.866,1,09:53:27
28,0.879,1,09:53:28
29,0.811,1,09:53:29
30,0.811,1,09:53:30
31,0.807,1,09:53:31
32,0.778,1,09:53:31
33,0.741,1,09:53:32
34,0.729,1,09:53:33
35,0.847,1,09:53:41
36,0.789,1,09:53:42
37,0.845,1,09:53:43
38,0.847,1,09:53:43
39,0.811,1,09:53:44
40,0.807,1,09:53:45
41,0.835,1,09:53:46
42,0.846,1,09:53:47
43,0.84,1,09:53:47
44,0.808,1,09:53:48
45,0.854,1,09:53:49
46,0.87,1,09:53:50
47,0.819,1,09:53:51
48,0.842,1,09:53:52
49,0.8,1,09:53:52
50,0.823,1,09:53:53
51,0.908,1,09:53:54
52,0.928,1,09:53:55
53,0.873,1,09:53:56
54,0.96,1,09:53:57
55,0.963,1,09:53:58
56,0.888,1,09:53:59
57,0.872,1,09:54:00
58,0.903,1,09:54:01
59,0.869,1,09:54:01
60,0.854,1,09:54:02
61,0.912,1,09:54:03
62,0.907,1,09:54:04
63,0.885,1,09:54:05
64,0.843,1,09:54:06
65,0.809,1,09:54:14
66,0.848,1,09:54:15
67,0.846,1,09:54:15
68,0.813,1,09:54:16
69,0.804,1,09:54:17
70,0.814,1,09:54:18
71,0.834,1,09:54:19
72,0.836,1,09:54:20
73,0.813,1,09:54:20
74,0.859,1,09:54:21
75,0.855,1,09:54:22
76,0.786,1,09:54:23
77,0.76,1,09:54:24
78,0.765,1,09:54:24
79,0.788,1,09:54:25
80,0.768,1,09:54:26
81,0.808,1,09:54:27
82,0.84,1,09:54:28
83,0.864,1,09:54:28
84,0.833,1,09:54:29
85,0.879,1,09:54:30
86,0.927,1,09:54:31
87,0.94,1,09:54:32
88,0.946,1,09:54:33
89,0.946,1,09:54:34
90,0.893,1,09:54:35
91,0.838,1,09:54:36
92,0.887,1,09:54:37
93,0.945,1,09:54:38
94,0.909,1,09:54:38
95,0.889,1,09:54:39
96,0.887,1,09:54:47
97,0.945,1,09:54:48
98,1.021,1,09:54:49
99,1.024,1,09:54:50
100,0.984,1,09:54:51
101,1.004,1,09:54:52
102,1.005,1,09:54:53
103,0.952,1,09:54:54
104,0.903,1,09:54:54
105,0.969,1,09:54:55
106,1.031,1,09:54:56
107,0.998,1,09:54:57
108,0.955,1,09:54:58
109,1.037,1,09:54:59
110,1.051,1,09:55:01
111,0.967,1,09:55:01
112,0.99,1,09:55:02
113,1.037,1,09:55:04
114,1.067,1,09:55:05
115,0.975,1,09:55:06
116,0.947,1,09:55:06
117,1.021,1,09:55:08
118,1.062,1,09:55:09
119,0.979,1,09:55:10
120,0.956,1,09:55:11
121,0.998,1,09:55:12
122,0.897,1,09:55:12
123,0.884,1,09:55:20
124,0.962,1,09:55:21
125,0.989,1,09:55:22
126,0.965,1,09:55:23
127,0.919,1,09:55:24
128,0.973,1,09:55:25
129,1.047,1,09:55:26
130,1.036,1,09:55:27
131,0.965,1,09:55:28
132,1.062,1,09:55:29
133,1.062,1,09:55:30
134,1.084,1,09:55:31
135,0.992,1,09:55:32
136,1.024,1,09:55:33
137,1.066,1,09:55:34
138,1.084,1,09:55:35
139,0.979,1,09:55:36
140,0.981,1,09:55:37
141,1.039,1,09:55:38
142,1.025,1,09:55:39
143,1.018,1,09:55:40
144,1.033,1,09:55:41
145,1.021,1,09:55:42
146,0.947,1,09:55:43
147,0.873,1,09:55:44
148,0.908,1,09:55:45
149,0.962,1,09:55:53
150,0.969,1,09:55:54
151,1.013,1,09:55:55
152,0.96,1,09:55:56
153,0.951,1,09:55:57
154,0.865,1,09:55:58
155,0.909,1,09:55:59
156,0.861,1,09:55:59
157,0.914,1,09:56:00
158,1.282,1,09:56:02
159,1.156,1,09:56:03
160,1.179,1,09:56:04
161,1.16,1,09:56:05
162,1.146,1,09:56:06
163,1.142,1,09:56:07
164,1.104,1,09:56:08
165,1.05,1,09:56:10
166,1.024,1,09:56:11
167,1.014,1,09:56:12
168,1.034,1,09:56:13
169,1.016,1,09:56:14
170,1.074,1,09:56:15
171,1.11,1,09:56:16
172,1.113,1,09:56:17
173,1.087,1,09:56:18
174,0.966,1,09:56:26
175,0.973,1,09:56:27
176,0.91,1,09:56:28
177,0.832,1,09:56:29
178,0.881,1,09:56:29
179,0.913,1,09:56:30
180,1.007,1,09:56:31
181,1.08,1,09:56:32
182,1.082,1,09:56:34
183,1.049,1,09:56:35
184,1.002,1,09:56:36
185,1.008,1,09:56:37
186,0.998,1,09:56:38
187,0.971,1,09:56:39
188,0.949,1,09:56:40
189,0.956,1,09:56:40
190,0.908,1,09:56:41
191,0.936,1,09:56:42
192,0.895,1,09:56:43
193,0.848,1,09:56:44
194,0.851,1,09:56:45
195,0.935,1,09:56:46
196,1.005,1,09:56:47
197,1.031,1,09:56:48
198,0.933,1,09:56:49
199,0.95,1,09:56:50
200,0.956,1,09:56:51
201,0.925,1,09:56:59
202,0.931,1,09:57:00
203,0.961,1,09:57:01
204,0.887,1,09:57:02
205,0.836,1,09:57:03
206,0.874,1,09:57:04
207,0.891,1,09:57:05
208,0.924,1,09:57:06
209,0.929,1,09:57:07
210,0.942,1,09:57:07
211,0.928,1,09:57:08
212,0.967,1,09:57:09
213,0.985,1,09:57:10
214,0.95,1,09:57:11
215,0.911,1,09:57:12
216,0.85,1,09:57:13
217,0.879,1,09:57:14
218,0.866,1,09:57:15
219,0.897,1,09:57:16
220,0.968,1,09:57:17
221,0.986,1,09:57:18
222,0.995,1,09:57:19
223,0.974,1,09:57:20
224,0.904,1,09:57:21
225,0.922,1,09:57:21
226,0.937,1,09:57:22
227,0.949,1,09:57:23
228,0.936,1,09:57:24
229,0.715,1,09:57:32
230,0.697,1,09:57:33
231,0.741,1,09:57:34
232,0.818,1,09:57:34
233,0.877,1,09:57:35
234,0.947,1,09:57:36
235,0.983,1,09:57:37
236,0.941,1,09:57:38
237,1.083,1,09:57:39
238,1.044,1,09:57:40
239,1.027,1,09:57:41
240,0.982,1,09:57:42
241,1.02,1,09:57:43
242,1.082,1,09:57:44
243,1.046,1,09:57:45
244,0.947,1,09:57:46
245,0.993,1,09:57:47
246,1.007,1,09:57:48
247,0.922,1,09:57:49
248,0.932,1,09:57:50
249,0.906,1,09:57:51
250,0.936,1,09:57:52
251,0.942,1,09:57:53
252,0.931,1,09:57:54
253,0.95,1,09:57:55
254,0.867,1,09:57:56
255,0.827,1,09:57:57
256,0.802,1,09:57:57
257,0.909,1,09:58:05
258,0.891,1,09:58:06
259,0.938,1,09:58:07
260,0.92,1,09:58:08
261,0.989,1,09:58:09
262,0.916,1,09:58:10
263,0.943,1,09:58:10
264,1.046,1,09:58:12
265,1.029,1,09:58:13
266,0.988,1,09:58:14
267,1.043,1,09:58:15
268,1.01,1,09:58:16
269,0.963,1,09:58:17
270,0.914,1,09:58:17
271,0.955,1,09:58:18
272,0.967,1,09:58:19
273,0.995,1,09:58:20
274,0.93,1,09:58:21
275,0.95,1,09:58:22
276,1.018,1,09:58:23
277,0.97,1,09:58:24
278,0.938,1,09:58:25
279,0.955,1,09:58:26
280,0.953,1,09:58:27
281,0.934,1,09:58:28
282,0.918,1,09:58:29
283,0.853,1,09:58:30
284,0.821,1,09:58:38
285,0.834,1,09:58:39
286,0.908,1,09:58:40
287,1.0,1,09:58:41
288,0.991,1,09:58:42
289,0.958,1,09:58:43
290,0.959,1,09:58:44
291,1.024,1,09:58:45
292,1.012,1,09:58:46
293,1.06,1,09:58:47
294,1.016,1,09:58:48
295,0.948,1,09:58:49
296,0.885,1,09:58:50
297,0.848,1,09:58:51
298,0.846,1,09:58:51
299,0.883,1,09:58:52
300,0.9,1,09:58:53
301,0.882,1,09:58:54
302,0.907,1,09:58:55
303,0.873,1,09:58:56
304,0.815,1,09:58:57
305,0.818,1,09:58:57
306,0.865,1,09:58:58
307,0.832,1,09:58:59
308,0.791,1,09:59:00
309,0.867,1,09:59:01
310,1.104,1,09:59:02
311,0.948,1,09:59:03
312,0.96,1,09:59:11
313,0.996,1,09:59:12
314,0.947,1,09:59:13
315,0.969,1,09:59:14
316,1.02,1,09:59:15
317,1.013,1,09:59:16
318,0.921,1,09:59:17
319,0.991,1,09:59:18
320,1.03,1,09:59:19
321,1.046,1,09:59:20
322,1.027,1,09:59:21
323,0.933,1,09:59:22
324,0.891,1,09:59:23
325,0.885,1,09:59:24
326,0.864,1,09:59:25
327,0.87,1,09:59:26
