,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time
189,37,23,49,0,92.0,0,1,0,0,65.57,1,09:53:09
190,3,24,94,1,90.0,0,1,0,0,97.06,1,09:53:10
191,30,4,120,1,90.0,0,1,0,0,123.76,1,09:53:11
192,33,6,113,1,89.0,0,1,0,0,117.87,1,09:53:12
193,14,1,80,1,88.0,0,1,0,0,81.22,1,09:53:13
194,33,13,127,0,88.0,0,1,0,0,131.86,1,09:53:14
195,6,2,82,2,86.0,0,0,1,0,82.24,1,09:53:15
196,36,18,145,0,86.0,0,1,0,0,150.48,1,09:53:16
197,29,4,86,1,85.0,0,1,0,0,90.85,1,09:53:17
198,0,0,65,1,82.0,0,0,1,0,65.0,1,09:53:18
199,51,35,115,0,81.0,0,1,0,0,130.58,1,09:53:19
200,47,105,75,1,81.0,0,1,0,0,137.33,1,09:53:20
201,20,12,72,0,80.0,0,1,0,0,75.68,1,09:53:21
202,29,10,94,1,80.0,0,1,0,0,98.88,1,09:53:22
203,6,4,48,1,79.0,0,0,1,0,48.54,1,09:53:23
204,9,24,9,0,79.0,0,1,0,0,27.17,1,09:53:24
205,24,14,42,1,79.0,0,1,0,0,50.36,1,09:53:25
206,6,5,19,0,79.0,0,0,1,0,20.54,1,09:53:26
207,12,13,32,0,78.0,0,1,0,0,36.57,1,09:53:27
208,10,7,16,1,78.0,0,1,0,0,20.12,1,09:53:28
209,8,14,33,1,76.0,0,1,0,0,36.73,1,09:53:29
210,40,62,69,1,75.0,0,1,0,0,101.02,1,09:53:30
211,29,10,98,1,75.0,0,1,0,0,102.69,1,09:53:31
212,49,8,68,1,75.0,0,1,0,0,84.2,1,09:53:32
213,24,4,18,1,75.0,0,1,0,0,30.27,1,09:53:33
214,91,32,76,0,76.0,0,1,0,0,122.8,1,09:53:34
215,194,66,153,1,76.0,0,1,0,0,255.74,1,09:53:35
222,10,57,17,1,74.0,0,1,0,0,60.32,1,09:53:42
223,34,119,36,1,74.0,0,1,0,0,128.89,1,09:53:43
224,49,48,37,1,74.0,0,1,0,0,77.94,1,09:53:44
225,55,5,47,1,73.0,0,1,0,0,72.52,1,09:53:45
226,8,6,7,1,73.0,0,1,0,0,12.21,1,09:53:46
227,85,13,10,0,73.0,0,1,0,0,86.57,1,09:53:47
228,38,8,6,0,73.0,0,1,0,0,39.29,1,09:53:48
229,33,0,0,0,73.0,0,1,0,0,33.0,1,09:53:49
230,8,0,0,0,73.0,0,1,0,0,8.0,1,09:53:50
231,0,0,0,0,72.0,1,0,0,0,0.0,1,09:53:51
232,0,0,0,0,72.0,1,0,0,0,0.0,1,09:53:52
233,0,0,0,0,72.0,1,0,0,0,0.0,1,09:53:53
234,0,0,0,0,72.0,1,0,0,0,0.0,1,09:53:54
235,0,0,0,0,72.0,1,0,0,0,0.0,1,09:53:55
236,0,0,0,1,72.0,1,0,0,0,0.0,1,09:53:56
237,0,0,0,0,71.0,1,0,0,0,0.0,1,09:53:57
238,0,0,0,0,71.0,1,0,0,0,0.0,1,09:53:58
239,7,30,3,0,70.0,0,1,0,0,30.95,1,09:53:59
240,5,25,3,1,69.0,1,0,0,0,25.67,1,09:54:00
241,62,13,23,1,69.0,0,1,0,0,67.39,1,09:54:01
242,61,69,228,1,69.0,0,1,0,0,245.9,1,09:54:02
243,46,53,144,0,68.0,0,1,0,0,160.19,1,09:54:03
244,51,40,104,0,69.0,0,1,0,0,122.54,1,09:54:04
245,68,53,40,1,68.0,0,1,0,0,95.04,1,09:54:05
246,42,46,44,1,68.0,0,1,0,0,76.26,1,09:54:06
247,92,81,85,0,68.0,0,1,0,0,149.16,1,09:54:07
248,38,89,26,1,68.0,0,1,0,0,100.2,1,09:54:08
255,26,15,37,0,75.0,0,1,0,0,47.64,1,09:54:15
256,27,23,16,0,75.0,0,1,0,0,38.91,1,09:54:16
257,47,54,153,1,74.0,0,1,0,0,168.92,1,09:54:17
258,83,91,66,1,74.0,0,1,0,0,139.74,1,09:54:18
259,111,85,102,2,74.0,0,1,0,0,173.06,1,09:54:19
260,61,59,128,1,74.0,0,1,0,0,153.58,1,09:54:20
261,83,82,73,0,74.0,0,1,0,0,137.63,1,09:54:21
262,110,51,154,0,74.0,0,1,0,0,196.0,1,09:54:22
263,130,172,62,1,73.0,0,1,0,0,224.34,1,09:54:23
264,61,17,48,1,73.0,0,1,0,0,79.46,1,09:54:24
265,11,68,21,0,73.0,0,1,0,0,72.01,1,09:54:25
266,13,36,10,0,74.0,0,1,0,0,39.56,1,09:54:26
267,41,2,25,1,75.0,0,1,0,0,48.06,1,09:54:27
268,73,18,135,0,75.0,0,1,0,0,154.53,1,09:54:28
269,116,7,128,1,75.0,0,1,0,0,172.88,1,09:54:29
270,11,1,1,0,74.0,0,1,0,0,11.09,1,09:54:30
271,6,2,10,0,73.0,0,0,0,1,11.83,1,09:54:31
272,4,8,16,0,73.0,0,0,0,1,18.33,1,09:54:32
273,0,0,0,0,72.0,0,0,0,1,0.0,1,09:54:33
274,3,1,1,1,71.0,0,0,0,1,3.32,1,09:54:34
275,0,0,0,0,70.0,0,0,0,1,0.0,1,09:54:35
276,0,0,0,0,69.0,0,0,0,1,0.0,1,09:54:36
277,64,103,9,0,69.0,0,1,0,0,121.6,1,09:54:37
278,19,115,33,1,69.0,0,1,0,0,121.14,1,09:54:38
279,15,87,0,0,69.0,0,1,0,0,88.28,1,09:54:39
280,4,22,0,0,68.0,0,0,1,0,22.36,1,09:54:40
281,0,0,0,0,68.0,0,0,1,0,0.0,1,09:54:41
288,0,0,0,0,64.0,0,0,1,0,0.0,1,09:54:48
289,0,6,3,1,65.0,0,0,1,0,6.71,1,09:54:49
290,26,20,30,1,64.0,0,1,0,0,44.45,1,09:54:50
291,1,0,0,0,64.0,0,0,1,0,1.0,1,09:54:51
292,2,0,1,0,63.0,0,0,1,0,2.24,1,09:54:52
293,0,0,0,0,63.0,0,0,1,0,0.0,1,09:54:53
294,0,0,0,0,62.0,0,0,1,0,0.0,1,09:54:54
295,0,0,0,0,62.0,0,0,1,0,0.0,1,09:54:55
296,0,0,0,0,63.0,0,0,1,0,0.0,1,09:54:56
297,0,0,0,0,63.0,0,0,1,0,0.0,1,09:54:57
298,0,0,0,0,62.0,0,0,1,0,0.0,1,09:54:58
299,0,0,0,0,62.0,0,0,1,0,0.0,1,09:54:59
300,0,0,0,0,62.0,0,0,1,0,0.0,1,09:55:00
301,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:01
302,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:02
303,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:03
304,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:04
305,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:05
306,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:06
307,0,0,0,0,60.0,0,0,1,0,0.0,1,09:55:07
308,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:08
309,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:09
310,23,7,5,0,60.0,0,1,0,0,24.56,1,09:55:10
311,70,206,77,1,60.0,0,1,0,0,230.79,1,09:55:11
312,20,87,10,0,60.0,0,1,0,0,89.83,1,09:55:12
313,4,101,18,0,60.0,0,0,1,0,102.67,1,09:55:13
314,122,224,187,1,61.0,0,1,0,0,316.27,1,09:55:14
321,0,0,0,0,64.0,0,0,1,0,0.0,1,09:55:21
322,0,0,0,0,65.0,0,0,1,0,0.0,1,09:55:22
323,0,0,0,0,64.0,0,0,1,0,0.0,1,09:55:23
324,0,0,0,0,64.0,0,0,1,0,0.0,1,09:55:24
325,0,0,0,0,64.0,0,0,1,0,0.0,1,09:55:25
326,0,0,0,0,64.0,0,0,1,0,0.0,1,09:55:26
327,0,0,0,0,63.0,0,0,1,0,0.0,1,09:55:27
328,0,0,0,0,63.0,0,0,1,0,0.0,1,09:55:28
329,0,0,0,0,62.0,0,0,1,0,0.0,1,09:55:29
330,0,0,0,0,62.0,0,0,1,0,0.0,1,09:55:30
331,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:31
332,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:32
333,0,0,0,0,60.0,0,0,1,0,0.0,1,09:55:33
334,0,0,0,0,60.0,0,0,1,0,0.0,1,09:55:34
335,0,0,0,0,60.0,0,0,1,0,0.0,1,09:55:35
336,0,0,0,0,59.0,0,0,1,0,0.0,1,09:55:36
337,14,5,5,0,59.0,0,1,0,0,15.68,1,09:55:37
338,87,127,35,1,59.0,0,1,0,0,157.87,1,09:55:38
339,0,38,32,0,59.0,0,0,1,0,49.68,1,09:55:39
340,0,50,1,0,59.0,0,0,1,0,50.01,1,09:55:40
341,3,22,1,0,59.0,0,0,1,0,22.23,1,09:55:41
342,27,119,70,2,59.0,0,1,0,0,140.68,1,09:55:42
343,13,49,22,1,59.0,0,1,0,0,55.26,1,09:55:43
344,3,30,5,0,59.0,0,0,1,0,30.56,1,09:55:44
345,0,6,4,0,59.0,0,0,1,0,7.21,1,09:55:45
346,0,0,0,1,61.0,0,0,1,0,0.0,1,09:55:46
347,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:47
354,75,42,80,0,61.0,0,1,0,0,117.43,1,09:55:54
355,67,44,27,2,61.0,0,1,0,0,84.58,1,09:55:55
356,55,26,30,0,61.0,0,1,0,0,67.83,1,09:55:56
357,1,8,3,1,61.0,0,0,1,0,8.6,1,09:55:57
358,8,17,13,0,61.0,0,1,0,0,22.85,1,09:55:58
359,0,2,0,0,62.0,0,0,1,0,2.0,1,09:55:59
360,0,0,0,0,62.0,0,0,1,0,0.0,1,09:56:00
361,0,0,0,0,64.0,0,0,1,0,0.0,1,09:56:01
362,0,0,0,1,64.0,0,0,1,0,0.0,1,09:56:02
363,2,26,2,0,64.0,0,0,1,0,26.15,1,09:56:03
364,26,31,22,1,64.0,0,1,0,0,46.05,1,09:56:04
365,11,58,10,1,63.0,0,1,0,0,59.87,1,09:56:05
366,0,2,0,0,61.0,0,0,1,0,2.0,1,09:56:06
367,0,0,0,0,60.0,0,0,1,0,0.0,1,09:56:07
368,0,0,0,0,59.0,0,0,1,0,0.0,1,09:56:08
369,0,0,0,0,58.0,0,0,1,0,0.0,1,09:56:09
370,17,32,11,1,58.0,0,1,0,0,37.87,1,09:56:10
371,2,2,0,1,58.0,0,0,1,0,2.83,1,09:56:11
372,0,0,0,0,58.0,0,0,1,0,0.0,1,09:56:12
373,0,0,0,0,58.0,0,0,1,0,0.0,1,09:56:13
374,1,0,1,0,58.0,0,0,1,0,1.41,1,09:56:14
375,11,0,13,0,58.0,0,1,0,0,17.03,1,09:56:15
376,0,0,1,0,58.0,0,0,1,0,1.0,1,09:56:16
377,3,0,4,1,58.0,0,0,1,0,5.0,1,09:56:17
378,10,3,10,1,57.0,0,1,0,0,14.46,1,09:56:18
379,0,2,0,0,57.0,0,0,1,0,2.0,1,09:56:19
380,0,0,0,0,57.0,0,0,1,0,0.0,1,09:56:20
387,0,3,0,0,60.0,0,0,1,0,3.0,1,09:56:27
388,0,0,0,0,60.0,0,0,1,0,0.0,1,09:56:28
389,0,0,0,0,60.0,0,0,1,0,0.0,1,09:56:29
390,0,0,0,0,61.0,0,0,1,0,0.0,1,09:56:30
391,0,0,0,0,63.0,0,0,1,0,0.0,1,09:56:31
392,0,0,0,0,63.0,0,0,1,0,0.0,1,09:56:32
393,0,0,0,0,63.0,0,0,1,0,0.0,1,09:56:33
394,0,0,0,0,62.0,0,0,1,0,0.0,1,09:56:34
395,8,1,3,1,62.0,0,1,0,0,8.6,1,09:56:35
396,63,0,20,0,61.0,0,1,0,0,66.1,1,09:56:36
397,8,0,3,0,61.0,0,1,0,0,8.54,1,09:56:37
398,0,1,0,0,61.0,0,0,1,0,1.0,1,09:56:38
399,24,10,21,1,60.0,0,1,0,0,33.42,1,09:56:39
400,4,0,5,0,60.0,0,0,1,0,6.4,1,09:56:40
401,0,0,0,0,61.0,0,0,1,0,0.0,1,09:56:41
402,0,0,0,0,61.0,0,0,1,0,0.0,1,09:56:42
403,0,0,0,0,62.0,0,0,1,0,0.0,1,09:56:43
404,0,0,0,0,62.0,0,0,1,0,0.0,1,09:56:44
405,0,0,0,0,63.0,0,0,1,0,0.0,1,09:56:45
406,0,0,0,0,64.0,0,0,1,0,0.0,1,09:56:46
407,0,0,0,0,65.0,0,0,1,0,0.0,1,09:56:47
408,0,2,2,0,64.0,0,0,1,0,2.83,1,09:56:48
409,2,0,10,1,64.0,0,0,1,0,10.2,1,09:56:49
410,11,0,3,1,63.0,0,1,0,0,11.4,1,09:56:50
411,0,0,0,0,63.0,0,0,1,0,0.0,1,09:56:51
412,1,0,0,0,63.0,0,0,1,0,1.0,1,09:56:52
413,22,8,34,1,63.0,0,1,0,0,41.28,1,09:56:53
420,0,3,2,0,64.0,0,0,1,0,3.61,1,09:57:00
421,0,0,0,1,64.0,0,0,1,0,0.0,1,09:57:01
422,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:02
423,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:03
424,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:04
425,0,0,0,0,65.0,0,0,1,0,0.0,1,09:57:05
426,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:06
427,0,9,1,0,66.0,0,0,1,0,9.06,1,09:57:07
428,6,11,6,0,66.0,0,0,1,0,13.89,1,09:57:08
429,4,31,8,0,65.0,0,0,1,0,32.26,1,09:57:09
430,0,2,1,0,65.0,0,0,1,0,2.24,1,09:57:10
431,0,0,0,0,65.0,0,0,1,0,0.0,1,09:57:11
432,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:12
433,0,0,0,1,64.0,0,0,1,0,0.0,1,09:57:13
434,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:14
435,0,0,0,0,65.0,0,0,1,0,0.0,1,09:57:15
436,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:16
437,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:17
438,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:18
439,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:19
440,0,0,0,0,65.0,0,0,1,0,0.0,1,09:57:20
441,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:21
442,21,123,23,1,64.0,0,1,0,0,126.88,1,09:57:22
443,82,58,60,1,64.0,0,1,0,0,117.0,1,09:57:23
444,144,142,40,0,64.0,0,1,0,0,206.16,1,09:57:24
445,23,127,85,2,64.0,0,1,0,0,154.54,1,09:57:25
446,0,55,24,0,64.0,0,0,1,0,60.01,1,09:57:26
453,2,0,2,0,71.0,0,0,1,0,2.83,1,09:57:33
454,0,0,0,0,72.0,0,0,1,0,0.0,1,09:57:34
455,0,0,0,0,74.0,0,0,1,0,0.0,1,09:57:35
456,0,0,0,0,75.0,0,0,1,0,0.0,1,09:57:36
457,0,0,0,0,74.0,0,0,1,0,0.0,1,09:57:37
458,0,0,0,0,74.0,0,0,1,0,0.0,1,09:57:38
459,0,0,0,0,72.0,0,0,1,0,0.0,1,09:57:39
460,1,0,0,0,71.0,0,0,1,0,1.0,1,09:57:40
461,0,0,0,0,69.0,0,0,1,0,0.0,1,09:57:41
462,0,0,0,0,68.0,0,0,1,0,0.0,1,09:57:42
463,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:43
464,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:44
465,0,2,0,0,65.0,0,0,1,0,2.0,1,09:57:45
466,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:46
467,38,48,132,1,63.0,0,1,0,0,145.51,1,09:57:47
468,39,29,67,0,63.0,0,1,0,0,82.77,1,09:57:48
469,75,133,112,1,62.0,0,1,0,0,189.36,1,09:57:49
470,62,186,129,1,62.0,0,1,0,0,234.69,1,09:57:50
471,0,104,24,0,62.0,0,0,1,0,106.73,1,09:57:51
472,0,24,26,0,63.0,0,0,1,0,35.38,1,09:57:52
473,0,1,0,0,63.0,0,0,1,0,1.0,1,09:57:53
474,0,0,0,0,63.0,0,0,1,0,0.0,1,09:57:54
475,0,0,0,0,63.0,0,0,1,0,0.0,1,09:57:55
476,0,0,0,0,63.0,0,0,1,0,0.0,1,09:57:56
477,0,0,0,0,63.0,0,0,1,0,0.0,1,09:57:57
478,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:58
479,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:59
486,0,0,0,0,67.0,0,0,1,0,0.0,1,09:58:06
487,0,0,0,0,67.0,0,0,1,0,0.0,1,09:58:07
488,0,0,0,0,67.0,0,0,1,0,0.0,1,09:58:08
489,0,0,0,0,66.0,0,0,1,0,0.0,1,09:58:09
490,0,0,0,0,66.0,0,0,1,0,0.0,1,09:58:10
491,0,0,0,0,65.0,0,0,1,0,0.0,1,09:58:11
492,0,0,2,1,65.0,0,0,1,0,2.0,1,09:58:12
493,0,0,0,0,65.0,0,0,1,0,0.0,1,09:58:13
494,0,0,0,0,64.0,0,0,1,0,0.0,1,09:58:14
495,0,0,0,0,63.0,0,0,1,0,0.0,1,09:58:15
496,0,0,0,0,63.0,0,0,1,0,0.0,1,09:58:16
497,0,0,0,0,63.0,0,0,1,0,0.0,1,09:58:17
498,0,0,0,0,62.0,0,0,1,0,0.0,1,09:58:18
499,0,0,0,0,63.0,0,0,1,0,0.0,1,09:58:19
500,0,0,0,0,63.0,0,0,1,0,0.0,1,09:58:20
501,0,0,0,0,62.0,0,0,1,0,0.0,1,09:58:21
502,0,0,0,0,62.0,0,0,1,0,0.0,1,09:58:22
503,0,0,0,0,63.0,0,0,1,0,0.0,1,09:58:23
504,0,0,0,0,63.0,0,0,1,0,0.0,1,09:58:24
505,0,0,0,0,62.0,0,0,1,0,0.0,1,09:58:25
506,0,0,0,0,62.0,0,0,1,0,0.0,1,09:58:26
507,0,0,0,0,62.0,0,0,1,0,0.0,1,09:58:27
508,0,0,0,0,62.0,0,0,1,0,0.0,1,09:58:28
509,0,0,0,0,62.0,0,0,1,0,0.0,1,09:58:29
510,0,0,0,0,63.0,0,0,1,0,0.0,1,09:58:30
511,0,0,0,0,63.0,0,0,1,0,0.0,1,09:58:31
512,0,0,0,0,64.0,0,0,1,0,0.0,1,09:58:32
519,0,0,0,0,64.0,0,0,1,0,0.0,1,09:58:39
520,0,0,0,0,65.0,0,0,1,0,0.0,1,09:58:40
521,0,0,0,0,66.0,0,0,1,0,0.0,1,09:58:41
522,0,0,0,0,66.0,0,0,1,0,0.0,1,09:58:42
523,0,0,0,0,65.0,0,0,1,0,0.0,1,09:58:43
524,0,0,0,0,65.0,0,0,1,0,0.0,1,09:58:44
525,0,0,0,0,65.0,0,0,1,0,0.0,1,09:58:45
