time,env_temperature,env_pressure,altitude,env_humidity,env_co2
0.0,30.22,979.74,289.03,20.0,620
1.0,30.22,979.78,289.34,18.97,620
2.0,30.23,979.8,288.48,19.08,620
3.0,30.22,979.76,288.79,19.15,620
4.0,30.23,979.75,288.96,19.15,620
5.0,30.22,979.78,288.62,19.13,620
6.0,30.23,979.81,288.42,19.49,620
7.0,30.23,979.77,288.72,19.26,620
8.0,30.23,979.75,288.96,19.51,620
9.0,30.23,979.72,289.13,19.26,620
10.0,30.24,979.75,288.96,19.35,620
11.0,30.23,979.8,288.48,19.21,620
12.0,30.23,979.8,288.48,19.2,620
13.0,30.24,979.76,288.83,19.21,620
14.0,30.24,979.76,288.83,19.33,620
15.0,30.23,979.69,288.72,18.92,620
16.0,30.23,979.75,288.83,18.92,620
17.0,30.23,979.8,288.48,19.48,620
18.0,30.22,979.68,289.51,19.2,620
19.0,30.24,979.76,288.83,19.2,620
20.0,30.23,979.8,288.48,19.21,620
21.0,30.22,979.73,289.1,19.22,620
22.0,30.22,979.74,289.03,19.18,620
23.0,30.23,979.8,289.2,18.71,620
24.0,30.23,979.81,288.35,19.02,620
25.0,30.23,979.81,288.42,19.55,620
26.0,30.24,979.79,288.59,19.22,620
27.0,30.24,979.79,288.59,19.21,620
28.0,30.24,979.76,288.83,19.22,623
29.0,30.24,979.77,288.76,19.24,623
30.0,30.24,979.79,288.59,19.21,623
31.0,30.24,979.76,288.83,19.23,623
32.0,30.25,979.78,288.69,19.24,623
33.0,30.25,979.69,289.4,19.12,623
34.0,30.24,979.71,289.31,18.65,623
35.0,30.23,979.75,289.07,18.95,623
36.0,30.24,979.76,288.83,19.0,623
37.0,30.24,979.73,289.07,19.25,623
38.0,30.24,979.71,289.24,19.21,623
39.0,30.24,979.73,289.07,19.22,623
40.0,30.24,979.73,289.07,19.21,623
41.0,30.24,979.76,288.83,19.07,623
42.0,30.25,979.75,288.69,18.94,623
43.0,30.24,979.76,289.17,19.59,623
44.0,30.24,979.68,289.54,18.93,623
45.0,30.25,979.7,289.34,19.19,623
46.0,30.25,979.69,289.4,19.15,623
47.0,30.24,979.65,289.78,19.15,623
48.0,30.24,979.71,289.24,19.14,623
49.0,30.25,979.67,289.64,18.85,623
50.0,30.24,979.71,289.31,19.22,623
51.0,30.24,979.66,289.71,18.53,623
52.0,30.24,979.73,289.78,19.44,623
53.0,30.24,979.73,289.07,19.19,623
54.0,30.23,979.76,288.83,19.43,623
55.0,30.23,979.72,289.2,19.15,623
56.0,30.23,979.7,289.37,19.16,623
57.0,30.23,979.63,289.92,19.18,623
58.0,30.22,979.68,289.51,19.16,623
59.0,30.24,979.71,289.31,19.78,625
60.0,30.23,979.75,288.96,19.17,625
61.0,30.23,979.75,288.96,19.15,625
62.0,30.23,979.75,288.96,19.16,625
63.0,30.23,979.69,289.44,18.83,625
64.0,30.23,979.7,289.37,18.8,625
65.0,30.23,979.73,289.31,18.88,625
66.0,30.23,979.75,288.96,19.24,625
67.0,30.22,979.75,288.96,18.98,625
68.0,30.23,979.69,289.44,19.16,625
69.0,30.24,979.76,288.83,19.15,625
70.0,30.24,979.71,289.24,19.15,625
71.0,30.24,979.65,289.78,18.74,625
72.0,30.24,979.71,289.31,19.13,625
73.0,30.24,979.71,289.31,18.79,625
74.0,30.24,979.77,289.31,19.35,625
75.0,30.24,979.63,289.92,19.0,625
76.0,30.23,979.7,289.37,19.19,625
77.0,30.24,979.71,289.31,19.16,625
78.0,30.25,979.67,289.64,19.18,625
79.0,30.24,979.71,289.24,19.18,625
80.0,30.24,979.71,289.31,18.81,625
81.0,30.24,979.68,290.02,19.71,625
82.0,30.23,979.61,289.71,19.48,625
83.0,30.23,979.7,289.37,18.91,625
84.0,30.23,979.64,289.85,19.19,625
85.0,30.24,979.71,289.31,19.16,625
86.0,30.23,979.75,288.9,19.12,625
87.0,30.22,979.68,289.51,19.12,625
88.0,30.23,979.7,289.37,19.06,625
89.0,30.22,979.68,289.51,18.57,625
90.0,30.22,979.67,289.51,18.96,629
91.0,30.21,979.68,289.48,19.32,629
92.0,30.2,979.65,289.79,18.95,629
93.0,30.21,979.66,289.58,19.06,629
94.0,30.2,979.64,289.86,18.97,629
95.0,30.19,979.63,289.93,19.08,629
96.0,30.21,979.77,288.76,19.14,629
97.0,30.2,979.67,289.62,19.13,629
98.0,30.21,979.71,289.24,19.13,629
99.0,30.2,979.75,288.9,18.97,629
100.0,30.21,979.77,288.76,18.74,629
101.0,30.2,979.68,289.17,18.84,629
102.0,30.21,979.77,288.83,18.96,629
103.0,30.21,979.74,289.0,19.16,629
104.0,30.21,979.66,289.72,19.18,629
105.0,30.21,979.66,289.72,19.18,629
106.0,30.22,979.73,289.1,19.18,629
107.0,30.21,979.72,289.17,18.74,629
108.0,30.21,979.68,289.48,18.72,629
109.0,30.22,979.71,289.17,18.93,629
110.0,30.22,979.7,289.34,19.1,629
111.0,30.23,979.77,288.72,19.07,629
112.0,30.22,979.68,289.51,19.17,629
113.0,30.22,979.67,289.58,19.17,629
114.0,30.22,979.73,289.1,19.15,629
115.0,30.22,979.67,289.58,19.73,629
116.0,30.22,979.73,289.1,19.06,629
117.0,30.21,979.77,289.1,19.34,629
118.0,30.22,979.67,289.58,19.09,629
119.0,30.21,979.72,289.17,19.12,629
120.0,30.23,979.69,289.44,19.13,629
121.0,30.22,979.74,289.03,19.16,625
122.0,30.22,979.78,288.62,19.15,625
123.0,30.22,979.7,289.34,19.16,625
124.0,30.21,979.75,288.93,19.16,625
125.0,30.22,979.76,288.86,18.93,625
126.0,30.21,979.71,289.24,19.3,625
127.0,30.22,979.73,289.1,18.76,625
128.0,30.2,979.7,289.24,19.11,625
129.0,30.21,979.72,289.17,18.92,625
130.0,30.21,979.66,289.72,19.11,625
131.0,30.2,979.76,288.83,19.1,625
132.0,30.22,979.68,289.51,19.12,625
133.0,30.22,979.73,289.1,19.11,625
134.0,30.22,979.76,288.86,19.04,625
135.0,30.22,979.74,289.03,19.68,625
136.0,30.21,979.75,288.86,19.0,625
137.0,30.22,979.71,289.24,18.91,625
138.0,30.22,979.68,289.51,19.12,625
139.0,30.22,979.67,289.58,19.1,625
140.0,30.21,979.75,288.93,19.12,625
141.0,30.22,979.62,290.06,19.26,625
142.0,30.22,979.67,290.06,18.83,625
143.0,30.22,979.73,289.58,18.7,625
144.0,30.23,979.75,288.96,19.49,625
145.0,30.22,979.73,289.1,19.11,625
146.0,30.22,979.74,289.03,19.09,625
147.0,30.22,979.76,288.86,19.11,625
148.0,30.21,979.72,289.17,18.87,625
149.0,30.22,979.73,289.34,18.93,625
150.0,30.22,979.67,289.44,18.88,625
151.0,30.21,979.71,289.27,18.79,625
152.0,30.21,979.66,289.65,19.08,630
153.0,30.22,979.7,289.44,18.72,630
154.0,30.22,979.76,288.83,18.85,630
155.0,30.22,979.78,288.62,19.08,630
156.0,30.22,979.7,289.34,19.08,630
157.0,30.22,979.67,289.58,19.07,630
158.0,30.22,979.73,289.1,18.84,630
159.0,30.22,979.78,288.62,19.42,630
160.0,30.21,979.68,289.48,18.97,630
161.0,30.22,979.68,289.58,18.86,630
162.0,30.22,979.78,288.62,19.13,630
163.0,30.22,979.67,289.58,19.07,630
164.0,30.21,979.72,289.17,19.08,630
165.0,30.21,979.68,289.48,19.07,630
166.0,30.22,979.7,289.34,19.2,630
167.0,30.21,979.72,289.17,18.97,630
168.0,30.22,979.73,289.1,18.9,630
169.0,30.21,979.72,289.03,18.87,630
170.0,30.21,979.78,288.69,19.1,630
171.0,30.22,979.67,289.58,19.08,630
172.0,30.22,979.81,288.38,19.07,630
173.0,30.2,979.7,289.38,19.06,630
174.0,30.21,979.74,289.0,19.08,630
175.0,30.22,979.78,288.62,19.19,630
176.0,30.2,979.7,289.31,19.14,630
177.0,30.2,979.73,289.38,19.31,630
178.0,30.2,979.7,289.31,19.22,630
179.0,30.2,979.72,289.14,19.14,630
180.0,30.21,979.66,289.72,19.07,630
181.0,30.21,979.72,289.17,19.07,630
182.0,30.22,979.76,288.86,19.06,630
183.0,30.21,979.74,289.0,18.83,628
184.0,30.2,979.64,289.86,19.06,628
185.0,30.21,979.66,289.72,19.23,628
186.0,30.21,979.66,289.72,19.46,628
187.0,30.2,979.62,289.79,18.86,628
188.0,30.2,979.72,289.45,18.84,628
189.0,30.2,979.7,289.38,19.26,628
190.0,30.2,979.7,289.38,19.07,628
191.0,30.21,979.68,289.48,19.06,628
192.0,30.21,979.71,289.24,19.06,628
193.0,30.2,979.7,289.38,18.48,628
194.0,30.19,979.69,289.45,19.22,628
195.0,30.2,979.7,289.79,18.89,628
196.0,30.19,979.72,289.79,19.16,628
197.0,30.2,979.72,289.14,19.3,628
198.0,30.18,979.79,288.56,19.0,628
199.0,30.18,979.73,289.11,19.01,628
200.0,30.18,979.68,289.52,19.02,628
201.0,30.18,979.62,289.99,18.99,628
202.0,30.18,979.68,289.52,19.14,628
203.0,30.19,979.69,289.31,19.08,628
204.0,30.2,979.7,289.38,19.06,628
205.0,30.18,979.65,289.76,19.02,628
206.0,30.2,979.7,289.38,19.05,628
207.0,30.19,979.72,289.21,19.06,628
208.0,30.19,979.74,288.97,19.36,628
209.0,30.17,979.66,289.9,19.04,628
210.0,30.18,979.71,289.28,19.13,628
211.0,30.17,979.69,289.42,19.26,628
212.0,30.19,979.74,288.97,19.06,628
213.0,30.18,979.65,289.76,19.06,628
214.0,30.18,979.73,289.11,19.05,632
215.0,30.18,979.74,289.04,19.05,632
216.0,30.2,979.72,289.14,19.06,632
217.0,30.2,979.75,288.9,18.89,632
218.0,30.18,979.79,288.56,19.14,632
219.0,30.19,979.66,289.69,19.1,632
220.0,30.18,979.68,289.52,19.15,632
221.0,30.18,979.74,289.04,19.12,632
222.0,30.18,979.68,289.52,19.05,632
223.0,30.2,979.7,289.38,19.05,632
224.0,30.18,979.79,288.56,19.06,632
225.0,30.17,979.72,289.18,19.07,632
226.0,30.18,979.68,289.28,18.45,632
227.0,30.19,979.72,289.52,18.82,632
228.0,30.19,979.68,289.52,18.83,632
229.0,30.18,979.79,288.56,19.05,632
230.0,30.17,979.77,288.77,19.06,632
231.0,30.17,979.72,289.18,19.05,632
232.0,30.17,979.66,289.66,19.25,632
233.0,30.18,979.74,289.04,19.17,632
234.0,30.18,979.79,289.04,19.04,632
235.0,30.18,979.71,289.52,18.94,632
236.0,30.18,979.72,289.18,19.25,632
237.0,30.18,979.78,288.63,19.05,632
238.0,30.17,979.75,288.94,19.07,632
239.0,30.18,979.67,289.58,19.06,632
240.0,30.18,979.67,289.58,19.12,632
241.0,30.18,979.73,289.11,19.65,632
242.0,30.17,979.72,289.66,19.5,632
243.0,30.18,979.7,289.28,19.23,632
244.0,30.18,979.68,289.52,19.07,632
245.0,30.17,979.72,289.18,19.08,632
246.0,30.2,979.67,289.62,19.23,632
247.0,30.19,979.74,288.97,19.07,632
248.0,30.2,979.75,288.9,19.06,632
249.0,30.18,979.74,289.04,19.07,632
250.0,30.18,979.67,289.58,19.07,632
251.0,30.19,979.72,289.21,18.89,632
252.0,30.19,979.69,289.45,18.98,632
253.0,30.18,979.65,289.69,18.43,632
254.0,30.17,979.68,289.52,19.26,632
255.0,30.18,979.65,289.76,18.99,632
256.0,30.19,979.74,288.97,19.05,632
257.0,30.19,979.72,289.21,19.05,632
258.0,30.19,979.74,288.97,19.06,632
259.0,30.18,979.74,289.04,19.23,632
260.0,30.2,979.76,289.31,19.59,632
261.0,30.21,979.71,289.31,18.49,632
262.0,30.19,979.68,289.52,19.14,632
263.0,30.19,979.66,289.69,19.05,632
264.0,30.18,979.74,289.04,19.04,632
265.0,30.18,979.76,288.87,19.05,632
266.0,30.17,979.69,289.42,19.04,632
267.0,30.18,979.74,289.04,18.9,632
268.0,30.18,979.74,289.04,19.07,632
269.0,30.2,979.72,288.9,19.17,632
270.0,30.17,979.72,289.42,19.1,632
271.0,30.2,979.7,289.66,19.14,632
272.0,30.18,979.74,289.04,19.18,632
273.0,30.18,979.67,289.58,19.05,632
274.0,30.17,979.72,289.18,19.06,632
275.0,30.2,979.7,289.38,19.06,632
276.0,30.2,979.7,289.38,19.04,631
277.0,30.18,979.67,289.58,19.05,631
278.0,30.18,979.68,289.52,19.05,631
279.0,30.18,979.74,289.04,19.7,631
280.0,30.18,979.68,289.52,18.54,631
281.0,30.2,979.7,288.9,18.76,631
282.0,30.2,979.7,288.9,18.8,631
283.0,30.19,979.69,289.45,19.24,631
284.0,30.2,979.7,289.38,19.05,631
285.0,30.19,979.72,289.21,19.06,631
286.0,30.18,979.74,289.04,19.06,631
287.0,30.21,979.71,289.24,19.05,631
288.0,30.21,979.68,289.48,19.04,631
289.0,30.21,979.66,289.72,19.06,631
290.0,30.2,979.65,289.79,19.67,631
291.0,30.2,979.7,289.38,19.46,631
292.0,30.21,979.71,289.24,18.86,631
293.0,30.22,979.64,289.82,19.03,631
294.0,30.21,979.71,289.24,19.01,631
295.0,30.21,979.6,290.2,19.01,631
296.0,30.22,979.64,289.82,19.03,631
297.0,30.21,979.61,290.13,18.57,631
298.0,30.2,979.64,289.86,18.95,631
299.0,30.21,979.71,289.72,18.97,631
300.0,30.21,979.66,289.58,19.16,631
301.0,30.22,979.66,289.65,19.23,631
302.0,30.21,979.66,289.72,19.05,631
303.0,30.21,979.6,290.2,19.05,631
304.0,30.21,979.68,289.48,19.05,631
305.0,30.21,979.68,289.48,19.06,631
306.0,30.22,979.67,289.58,19.03,631
307.0,30.21,979.66,289.72,19.72,634
308.0,30.21,979.6,290.2,19.06,634
309.0,30.2,979.59,290.27,19.06,634
