time,mouse_movement,mouse_clicks
0.0,0.0,0.0
1.0,4.0,1.0
2.0,980.1865032881639,0.5
3.0,1659.25774858395,1.25
4.0,1833.2718243660042,1.625
5.0,1001.0047786119057,2.8125
6.0,503.3773893059529,1.375
7.0,221.1203664252213,0.6875
8.0,74.02379268323978,0.3125
9.0,5.648054151806477,0.125
10.0,0.1875,0.0
11.0,0.0,0.0
12.0,52.614171630782295,0.0
13.0,3978.013047357234,0.0
14.0,4119.71910974545,0.0
15.0,3450.3209727411863,0.0
16.0,3588.5527492087167,1.0
17.0,2370.409005400728,0.5
18.0,2670.2005639400195,1.25
19.0,1322.369628305562,0.625
20.0,662.4695839179944,1.3125
21.0,328.5503095134842,1.625
22.0,400.5754198029123,1.8125
23.0,1751.85845175154,1.875
24.0,1244.7807086802509,0.9375
25.0,1437.387569379371,0.4375
26.0,725.1940237369297,1.1875
27.0,3264.963892049903,1.5625
28.0,2393.189643767076,2.75
29.0,1520.2375212011802,3.375
30.0,1173.1350194120137,1.6875
31.0,2596.6875512114348,1.8125
32.0,1811.8291941871476,1.875
33.0,1520.7677995438237,1.875
34.0,1156.2159055154025,0.875
35.0,1546.6216264678699,1.4375
36.0,2114.343208528074,0.6875
37.0,1629.3194479397223,2.3125
38.0,1714.0705673133211,1.125
39.0,1004.3551848150731,0.5625
40.0,616.5685152311039,2.25
41.0,2207.2767212097892,2.125
42.0,2035.2283167875262,2.0
43.0,3026.9051284945517,2.0
44.0,1755.4261074504334,1.0
45.0,995.6638896708773,1.4375
46.0,1297.1560172459808,0.6875
47.0,2217.9469003609406,1.3125
48.0,2824.0217699888863,1.625
49.0,3314.387361042448,1.8125
50.0,3506.700359764516,0.875
51.0,1726.473975485498,2.4375
52.0,1730.8027381991337,2.1875
53.0,2326.3216807177996,2.0625
54.0,1582.0870808906307,2.0
55.0,820.2943193732293,1.0
56.0,410.14715968661466,0.4375
57.0,1007.6870001636241,0.1875
58.0,2080.417867692366,1.0625
