time,buttons_pressed
0.0,0.0
1.0,2.0
2.0,3.0
3.0,3.5
4.0,2.75
5.0,1.375
6.0,1.625
7.0,0.75
8.0,0.3125
9.0,0.125
10.0,0.0625
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,0.0
26.0,0.0
27.0,0.0
28.0,0.0
29.0,0.0
30.0,0.0
31.0,1.0
32.0,1.5
33.0,0.75
34.0,0.375
35.0,1.1875
36.0,0.5625
37.0,0.25
38.0,0.125
39.0,1.0625
40.0,0.5
41.0,0.25
42.0,0.125
43.0,1.0625
44.0,0.5
45.0,0.25
46.0,0.125
47.0,0.0625
48.0,0.0
49.0,0.0
50.0,0.0
51.0,0.0
52.0,0.0
53.0,0.0
54.0,0.0
55.0,0.0
56.0,0.0
57.0,0.0
58.0,0.0
59.0,0.0
60.0,0.0
61.0,0.0
62.0,0.0
63.0,0.0
64.0,1.0
65.0,0.5
66.0,1.25
67.0,1.625
68.0,1.8125
69.0,1.875
70.0,0.9375
71.0,0.4375
72.0,0.1875
73.0,0.0625
74.0,0.0
75.0,0.0
76.0,0.0
77.0,0.0
78.0,1.0
79.0,0.5
80.0,0.25
81.0,0.125
82.0,0.0625
83.0,0.0
84.0,0.0
85.0,0.0
86.0,1.0
87.0,2.5
88.0,1.25
89.0,1.625
90.0,0.8125
91.0,2.375
92.0,1.125
93.0,0.5625
94.0,0.25
95.0,0.125
96.0,1.0
97.0,0.5
98.0,1.25
99.0,0.625
100.0,2.3125
101.0,1.125
102.0,0.5625
103.0,1.25
104.0,2.625
105.0,3.25
106.0,1.625
107.0,0.8125
108.0,1.375
109.0,2.625
110.0,1.25
111.0,1.625
112.0,0.8125
113.0,2.375
114.0,1.125
115.0,0.5625
116.0,1.25
117.0,1.625
118.0,1.75
119.0,1.875
120.0,1.9375
121.0,0.9375
122.0,1.4375
123.0,1.6875
124.0,0.8125
125.0,1.375
126.0,1.6875
127.0,0.8125
128.0,1.375
129.0,1.6875
130.0,0.8125
131.0,5.375
132.0,3.6875
133.0,3.8125
134.0,2.875
135.0,2.4375
136.0,2.0625
137.0,1.0
138.0,1.4375
139.0,1.6875
140.0,1.8125
141.0,2.875
142.0,2.4375
143.0,2.1875
144.0,2.0625
145.0,2.0
146.0,2.9375
147.0,1.4375
148.0,0.6875
149.0,0.3125
150.0,1.125
151.0,0.5
152.0,0.25
153.0,1.125
154.0,0.5625
155.0,2.25
156.0,2.125
157.0,1.0625
158.0,2.5
159.0,2.25
160.0,1.0625
161.0,2.5
162.0,2.25
163.0,1.0625
164.0,1.5
165.0,1.75
166.0,1.8125
167.0,0.875
168.0,0.4375
169.0,0.1875
170.0,0.0625
171.0,1.0
172.0,0.5
173.0,1.25
174.0,2.625
175.0,2.3125
176.0,1.125
177.0,1.5625
178.0,0.75
179.0,1.3125
180.0,0.625
181.0,1.3125
182.0,2.625
183.0,3.3125
184.0,3.625
185.0,1.8125
186.0,2.875
187.0,2.375
188.0,2.125
189.0,2.0
190.0,2.0
191.0,0.9375
192.0,2.4375
193.0,1.1875
194.0,1.5625
195.0,1.75
196.0,2.875
197.0,2.375
198.0,2.1875
199.0,3.0625
200.0,2.5
201.0,1.1875
202.0,1.5625
203.0,3.75
204.0,2.8125
205.0,1.375
206.0,2.6875
207.0,1.3125
208.0,1.5625
209.0,1.75
210.0,2.875
211.0,3.375
212.0,4.6875
213.0,3.3125
214.0,2.625
215.0,1.25
216.0,1.5625
217.0,0.6875
218.0,1.3125
219.0,0.625
220.0,0.3125
221.0,1.125
222.0,0.5625
223.0,1.25
224.0,0.625
225.0,0.3125
226.0,1.125
227.0,0.5625
228.0,0.25
229.0,1.125
230.0,0.5625
231.0,0.25
232.0,1.125
233.0,0.5625
234.0,1.25
235.0,3.625
236.0,2.8125
237.0,1.375
238.0,2.6875
239.0,2.3125
240.0,2.0625
241.0,2.0
242.0,2.0
243.0,2.9375
244.0,1.4375
245.0,1.6875
246.0,1.8125
247.0,1.875
248.0,0.875
249.0,2.4375
250.0,2.1875
251.0,3.0625
252.0,1.5
253.0,2.75
254.0,3.3125
255.0,2.625
256.0,1.25
257.0,0.625
258.0,1.25
259.0,0.5625
260.0,0.25
261.0,1.125
262.0,1.5625
263.0,1.75
264.0,1.875
265.0,1.9375
266.0,0.9375
267.0,1.4375
268.0,0.6875
269.0,3.3125
270.0,2.625
271.0,4.3125
272.0,4.125
273.0,3.0625
274.0,1.4375
275.0,0.6875
276.0,0.25
277.0,0.0625
278.0,1.0
279.0,0.5
280.0,1.25
281.0,0.625
282.0,1.3125
283.0,3.625
284.0,3.8125
285.0,2.875
286.0,2.4375
287.0,2.1875
288.0,4.0
289.0,2.9375
290.0,2.4375
291.0,3.1875
292.0,2.5625
293.0,2.1875
294.0,1.0625
295.0,0.5
296.0,2.1875
297.0,2.0625
298.0,1.0
299.0,0.5
300.0,1.25
301.0,2.5625
302.0,2.25
303.0,2.125
304.0,2.0625
305.0,3.0
306.0,1.4375
307.0,1.6875
308.0,1.8125
309.0,0.875
310.0,2.375
311.0,1.1875
312.0,0.5625
313.0,1.25
314.0,1.625
315.0,0.75
316.0,1.375
317.0,2.6875
318.0,2.3125
319.0,3.125
320.0,2.5625
321.0,2.25
