,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time
129,190,87,144,0,73.0,0,1,0,0,253.78,1,09:26:09
130,41,149,108,1,73.0,0,1,0,0,188.54,1,09:26:10
131,19,176,54,1,74.0,0,1,0,0,185.08,1,09:26:11
132,189,261,150,1,74.0,0,1,0,0,355.45,1,09:26:12
133,185,371,109,0,74.0,0,1,0,0,428.66,1,09:26:13
134,315,212,82,1,74.0,0,1,0,0,388.45,1,09:26:14
135,99,159,84,1,75.0,0,1,0,0,205.28,1,09:26:15
136,23,273,30,0,75.0,0,1,0,0,275.6,1,09:26:16
137,25,103,53,1,75.0,0,1,0,0,118.5,1,09:26:17
138,29,153,81,1,74.0,0,1,0,0,175.53,1,09:26:18
139,27,149,36,1,73.0,0,1,0,0,155.65,1,09:26:19
140,136,41,76,1,73.0,0,1,0,0,161.1,1,09:26:20
141,132,191,197,1,73.0,0,1,0,0,304.49,1,09:26:21
142,131,39,151,0,72.0,0,1,0,0,203.67,1,09:26:22
143,116,97,116,1,71.0,0,1,0,0,190.58,1,09:26:23
144,30,82,121,1,70.0,0,1,0,0,149.21,1,09:26:24
145,23,20,59,0,70.0,0,1,0,0,66.41,1,09:26:25
146,0,4,19,0,70.0,0,1,0,0,19.42,1,09:26:26
147,0,8,12,0,70.0,0,1,0,0,14.42,1,09:26:27
148,33,70,54,0,70.0,0,1,0,0,94.37,1,09:26:28
149,7,60,87,0,70.0,0,1,0,0,105.92,1,09:26:29
150,10,31,44,1,70.0,0,1,0,0,54.74,1,09:26:30
151,35,44,58,1,71.0,0,1,0,0,80.78,1,09:26:31
152,42,40,21,1,70.0,0,1,0,0,61.68,1,09:26:32
153,48,78,33,0,70.0,0,1,0,0,97.35,1,09:26:33
154,43,41,64,0,70.0,0,1,0,0,87.33,1,09:26:34
155,7,109,97,1,70.0,0,1,0,0,146.08,1,09:26:35
164,14,21,48,1,72.0,0,1,0,0,54.23,1,09:26:44
165,60,133,52,1,73.0,0,1,0,0,154.9,1,09:26:45
166,82,18,70,1,72.0,0,1,0,0,109.31,1,09:26:46
167,88,154,53,1,71.0,0,1,0,0,185.12,1,09:26:47
168,158,203,46,1,69.0,0,1,0,0,261.32,1,09:26:48
169,62,87,95,1,70.0,0,1,0,0,142.96,1,09:26:49
170,128,128,122,0,71.0,0,1,0,0,218.29,1,09:26:50
171,26,0,62,1,71.0,0,1,0,0,67.23,1,09:26:51
172,38,32,11,0,70.0,0,1,0,0,50.88,1,09:26:52
173,7,20,162,0,70.0,0,1,0,0,163.38,1,09:26:53
174,99,52,117,0,69.0,0,1,0,0,161.85,1,09:26:54
175,28,71,96,0,69.0,0,1,0,0,122.64,1,09:26:55
176,52,1,42,1,69.0,0,1,0,0,66.85,1,09:26:56
177,2,47,54,0,69.0,0,0,1,0,71.62,1,09:26:57
178,81,69,127,0,68.0,0,1,0,0,165.68,1,09:26:58
179,116,121,92,1,68.0,0,1,0,0,191.21,1,09:26:59
180,63,146,104,0,68.0,0,1,0,0,190.0,1,09:27:00
181,4,49,24,0,68.0,1,0,0,0,54.71,1,09:27:01
182,22,44,18,0,68.0,0,1,0,0,52.38,1,09:27:02
183,0,0,0,0,67.0,1,0,0,0,0.0,1,09:27:03
184,0,3,0,0,68.0,1,0,0,0,3.0,1,09:27:04
185,19,27,0,0,69.0,0,1,0,0,33.02,1,09:27:05
186,24,14,0,1,70.0,0,1,0,0,27.78,1,09:27:06
187,0,0,0,0,71.0,1,0,0,0,0.0,1,09:27:07
194,95,81,163,1,70.0,0,1,0,0,205.32,1,09:27:14
195,96,146,236,1,69.0,0,1,0,0,293.65,1,09:27:15
196,107,60,151,0,70.0,0,1,0,0,194.55,1,09:27:16
197,224,428,196,2,71.0,0,1,0,0,521.32,1,09:27:17
198,131,190,203,1,73.0,0,1,0,0,307.36,1,09:27:18
199,51,48,30,1,74.0,0,1,0,0,76.19,1,09:27:19
200,73,21,44,0,74.0,0,1,0,0,87.78,1,09:27:20
201,71,145,140,1,74.0,0,1,0,0,213.7,1,09:27:21
202,160,173,319,1,74.0,0,1,0,0,396.6,1,09:27:22
203,86,180,180,1,74.0,0,1,0,0,268.69,1,09:27:23
204,107,144,414,1,73.0,0,1,0,0,451.2,1,09:27:24
205,261,379,178,2,73.0,0,1,0,0,493.4,1,09:27:25
206,347,250,134,1,73.0,0,1,0,0,448.18,1,09:27:26
207,46,6,48,1,73.0,0,1,0,0,66.75,1,09:27:27
208,119,154,86,0,71.0,0,1,0,0,212.77,1,09:27:28
209,193,395,124,1,70.0,0,1,0,0,456.78,1,09:27:29
210,212,276,161,0,69.0,0,1,0,0,383.46,1,09:27:30
211,37,52,68,1,69.0,0,1,0,0,93.26,1,09:27:31
212,19,58,72,0,68.0,0,1,0,0,94.39,1,09:27:32
213,24,93,90,0,68.0,0,1,0,0,131.62,1,09:27:33
214,76,168,95,1,67.0,0,1,0,0,207.42,1,09:27:34
215,57,78,79,0,66.0,0,1,0,0,124.8,1,09:27:35
216,45,154,51,1,66.0,0,1,0,0,168.35,1,09:27:36
217,103,79,36,0,67.0,0,1,0,0,134.71,1,09:27:37
218,31,47,29,1,67.0,0,1,0,0,63.33,1,09:27:38
219,99,117,52,1,66.0,0,1,0,0,161.85,1,09:27:39
220,25,16,26,0,65.0,0,1,0,0,39.46,1,09:27:40
227,68,139,48,1,87.0,0,1,0,0,162.02,1,09:27:47
228,69,12,38,0,87.0,0,1,0,0,79.68,1,09:27:48
229,169,58,81,1,88.0,0,1,0,0,196.18,1,09:27:49
230,232,321,305,0,88.0,0,1,0,0,499.89,1,09:27:50
231,127,323,43,1,88.0,0,1,0,0,349.72,1,09:27:51
232,57,42,32,1,87.0,0,1,0,0,77.7,1,09:27:52
233,22,24,54,0,86.0,0,1,0,0,63.06,1,09:27:53
234,24,17,38,1,84.0,0,1,0,0,48.05,1,09:27:54
235,38,85,61,1,84.0,0,1,0,0,111.31,1,09:27:55
236,288,154,111,0,83.0,0,1,0,0,344.94,1,09:27:56
237,41,178,136,1,83.0,0,1,0,0,227.73,1,09:27:57
238,233,244,166,1,84.0,0,1,0,0,376.01,1,09:27:58
239,57,42,40,0,85.0,0,1,0,0,81.32,1,09:27:59
240,54,1,43,0,87.0,0,1,0,0,69.04,1,09:28:00
241,0,0,0,0,88.0,1,0,0,0,0.0,1,09:28:01
242,0,0,0,0,89.0,1,0,0,0,0.0,1,09:28:02
243,0,6,0,0,88.0,1,0,0,0,6.0,1,09:28:03
244,8,48,0,0,88.0,0,1,0,0,48.66,1,09:28:04
245,0,39,1,0,86.0,1,0,0,0,39.01,1,09:28:05
246,45,16,33,0,84.0,0,1,0,0,58.05,1,09:28:06
247,136,102,61,1,82.0,0,1,0,0,180.61,1,09:28:07
248,149,88,224,0,79.0,0,1,0,0,283.06,1,09:28:08
249,167,70,276,1,79.0,0,1,0,0,330.1,1,09:28:09
250,112,7,72,0,79.0,0,1,0,0,133.33,1,09:28:10
251,124,15,220,1,80.0,0,1,0,0,252.98,1,09:28:11
252,21,38,56,0,80.0,0,1,0,0,70.86,1,09:28:12
253,13,41,32,0,80.0,0,1,0,0,53.61,1,09:28:13
260,103,17,107,0,74.0,0,1,0,0,149.49,1,09:28:20
261,151,5,10,0,75.0,0,1,0,0,151.41,1,09:28:21
262,87,0,3,0,75.0,0,1,0,0,87.05,1,09:28:22
263,108,0,21,0,76.0,0,1,0,0,110.02,1,09:28:23
264,166,69,389,1,76.0,0,1,0,0,428.53,1,09:28:24
265,32,47,57,0,76.0,0,1,0,0,80.51,1,09:28:25
266,6,18,0,0,76.0,0,0,1,0,18.97,1,09:28:26
267,9,0,7,0,76.0,0,1,0,0,11.4,1,09:28:27
268,231,185,93,1,76.0,0,1,0,0,310.22,1,09:28:28
269,50,60,65,1,77.0,0,1,0,0,101.61,1,09:28:29
270,216,231,110,0,79.0,0,1,0,0,334.84,1,09:28:30
271,100,41,0,1,79.0,0,1,0,0,108.08,1,09:28:31
272,39,66,2,0,80.0,0,1,0,0,76.69,1,09:28:32
273,179,110,265,1,79.0,0,1,0,0,338.18,1,09:28:33
274,36,87,82,1,79.0,0,1,0,0,124.86,1,09:28:34
275,0,14,1,0,79.0,0,0,1,0,14.04,1,09:28:35
276,3,2,11,0,78.0,0,0,1,0,11.58,1,09:28:36
277,26,19,0,0,78.0,0,1,0,0,32.2,1,09:28:37
278,1,0,0,0,79.0,0,0,1,0,1.0,1,09:28:38
279,0,0,0,0,80.0,0,0,1,0,0.0,1,09:28:39
280,0,0,0,0,80.0,0,0,1,0,0.0,1,09:28:40
281,2,0,0,1,80.0,0,0,1,0,2.0,1,09:28:41
282,0,0,0,0,79.0,0,0,1,0,0.0,1,09:28:42
283,0,0,0,0,79.0,0,0,1,0,0.0,1,09:28:43
284,0,0,0,0,78.0,0,0,1,0,0.0,1,09:28:44
285,0,0,0,0,77.0,0,0,1,0,0.0,1,09:28:45
286,0,0,0,0,77.0,0,0,1,0,0.0,1,09:28:46
293,25,8,0,0,77.0,0,1,0,0,26.25,1,09:28:53
294,0,4,5,0,76.0,0,0,1,0,6.4,1,09:28:54
295,16,21,11,1,76.0,0,1,0,0,28.6,1,09:28:55
296,0,0,0,0,76.0,0,0,1,0,0.0,1,09:28:56
297,0,0,0,0,76.0,0,0,1,0,0.0,1,09:28:57
298,6,0,0,0,77.0,0,0,1,0,6.0,1,09:28:58
299,35,25,0,1,78.0,0,1,0,0,43.01,1,09:28:59
300,12,10,3,0,79.0,0,1,0,0,15.91,1,09:29:00
301,18,14,59,1,79.0,0,1,0,0,63.25,1,09:29:01
302,107,240,128,1,79.0,0,1,0,0,292.29,1,09:29:02
303,116,104,166,0,79.0,0,1,0,0,227.66,1,09:29:03
304,10,69,126,0,78.0,0,1,0,0,144.0,1,09:29:04
305,2,9,83,1,78.0,0,0,1,0,83.51,1,09:29:05
306,52,4,77,0,78.0,0,1,0,0,93.0,1,09:29:06
307,34,0,36,0,78.0,0,1,0,0,49.52,1,09:29:07
308,5,0,39,0,78.0,0,0,1,0,39.32,1,09:29:08
309,27,162,199,1,78.0,0,1,0,0,258.02,1,09:29:09
310,10,72,110,0,78.0,0,1,0,0,131.85,1,09:29:10
311,22,103,47,0,77.0,0,1,0,0,115.33,1,09:29:11
312,0,9,0,0,77.0,0,0,1,0,9.0,1,09:29:12
313,0,0,0,0,77.0,0,0,1,0,0.0,1,09:29:13
314,0,0,0,0,77.0,0,0,1,0,0.0,1,09:29:14
315,0,0,0,0,76.0,0,0,1,0,0.0,1,09:29:15
316,3,2,0,1,76.0,0,0,1,0,3.61,1,09:29:16
317,29,13,1,0,77.0,0,1,0,0,31.8,1,09:29:17
318,2,0,0,0,78.0,0,0,1,0,2.0,1,09:29:18
319,0,0,0,0,78.0,0,0,1,0,0.0,1,09:29:19
326,0,0,0,0,76.0,0,0,1,0,0.0,1,09:29:26
327,0,0,0,0,76.0,0,0,1,0,0.0,1,09:29:27
328,0,0,0,0,76.0,0,0,1,0,0.0,1,09:29:28
329,0,0,0,0,76.0,0,0,1,0,0.0,1,09:29:29
330,0,0,0,0,77.0,0,0,1,0,0.0,1,09:29:30
331,0,0,0,0,77.0,0,0,1,0,0.0,1,09:29:31
332,0,0,0,0,78.0,0,0,1,0,0.0,1,09:29:32
333,0,0,0,0,78.0,0,0,1,0,0.0,1,09:29:33
334,8,5,2,1,78.0,0,1,0,0,9.64,1,09:29:34
335,25,9,0,0,79.0,0,1,0,0,26.57,1,09:29:35
336,0,0,0,0,79.0,0,0,1,0,0.0,1,09:29:36
337,20,5,9,1,80.0,0,1,0,0,22.49,1,09:29:37
338,24,0,0,0,81.0,0,1,0,0,24.0,1,09:29:38
339,0,0,0,0,82.0,0,0,1,0,0.0,1,09:29:39
340,0,0,0,0,83.0,0,0,1,0,0.0,1,09:29:40
341,0,0,0,0,83.0,0,0,1,0,0.0,1,09:29:41
342,0,0,0,0,82.0,0,0,1,0,0.0,1,09:29:42
343,1,0,2,1,82.0,0,0,1,0,2.24,1,09:29:43
344,0,0,0,0,82.0,0,0,1,0,0.0,1,09:29:44
345,0,0,1,0,81.0,0,0,1,0,1.0,1,09:29:45
346,0,0,0,0,81.0,0,0,1,0,0.0,1,09:29:46
347,0,0,0,0,81.0,0,0,1,0,0.0,1,09:29:47
348,0,0,0,0,80.0,0,0,1,0,0.0,1,09:29:48
349,51,24,23,0,80.0,0,1,0,0,60.88,1,09:29:49
350,123,124,93,0,79.0,0,1,0,0,197.87,1,09:29:50
351,24,95,149,1,78.0,0,1,0,0,178.33,1,09:29:51
352,42,67,99,0,77.0,0,1,0,0,126.7,1,09:29:52
359,55,7,71,1,78.0,0,1,0,0,90.08,1,09:29:59
360,45,27,26,1,79.0,0,1,0,0,58.57,1,09:30:00
361,108,222,62,1,79.0,0,1,0,0,254.54,1,09:30:01
362,72,196,101,1,80.0,0,1,0,0,231.95,1,09:30:02
363,113,171,68,0,80.0,0,1,0,0,215.95,1,09:30:03
364,132,176,127,1,80.0,0,1,0,0,254.03,1,09:30:04
365,215,143,53,0,80.0,0,1,0,0,263.6,1,09:30:05
366,24,80,78,1,81.0,0,1,0,0,114.28,1,09:30:06
367,35,63,70,1,82.0,0,1,0,0,100.47,1,09:30:07
368,34,157,103,0,82.0,0,1,0,0,190.82,1,09:30:08
369,14,77,67,0,82.0,0,1,0,0,103.02,1,09:30:09
370,30,90,35,1,82.0,0,1,0,0,101.12,1,09:30:10
371,53,73,58,1,83.0,0,1,0,0,107.25,1,09:30:11
372,16,7,31,0,85.0,0,1,0,0,35.58,1,09:30:12
373,9,12,15,1,86.0,0,1,0,0,21.21,1,09:30:13
374,9,31,8,1,88.0,0,1,0,0,33.26,1,09:30:14
375,63,0,85,0,87.0,0,1,0,0,105.8,1,09:30:15
376,44,13,105,1,87.0,0,1,0,0,114.59,1,09:30:16
377,13,7,73,0,87.0,0,1,0,0,74.48,1,09:30:17
378,0,0,10,0,87.0,0,0,1,0,10.0,1,09:30:18
379,38,30,40,0,85.0,0,1,0,0,62.8,1,09:30:19
380,59,41,51,0,84.0,0,1,0,0,88.11,1,09:30:20
381,52,11,52,0,83.0,0,1,0,0,74.36,1,09:30:21
382,5,0,0,0,82.0,0,0,1,0,5.0,1,09:30:22
383,0,0,0,0,80.0,0,0,1,0,0.0,1,09:30:23
384,0,0,0,0,79.0,0,0,1,0,0.0,1,09:30:24
385,0,0,0,0,78.0,0,0,1,0,0.0,1,09:30:25
392,0,0,0,0,74.0,0,0,1,0,0.0,1,09:30:32
393,0,0,0,0,73.0,0,0,1,0,0.0,1,09:30:33
394,0,0,0,0,73.0,0,0,1,0,0.0,1,09:30:34
395,0,0,0,0,72.0,0,0,1,0,0.0,1,09:30:35
396,0,0,0,0,73.0,0,0,1,0,0.0,1,09:30:36
397,0,0,0,0,73.0,0,0,1,0,0.0,1,09:30:37
398,0,0,0,0,72.0,0,0,1,0,0.0,1,09:30:38
399,0,0,0,0,72.0,0,0,1,0,0.0,1,09:30:39
400,0,0,0,0,72.0,0,0,1,0,0.0,1,09:30:40
401,0,0,0,0,72.0,0,0,1,0,0.0,1,09:30:41
402,0,0,0,0,72.0,0,0,1,0,0.0,1,09:30:42
403,0,0,0,0,71.0,0,0,1,0,0.0,1,09:30:43
404,0,0,0,0,72.0,0,0,1,0,0.0,1,09:30:44
405,0,0,0,0,72.0,0,0,1,0,0.0,1,09:30:45
406,0,0,0,0,73.0,0,0,1,0,0.0,1,09:30:46
407,0,0,0,0,73.0,0,0,1,0,0.0,1,09:30:47
408,0,0,0,0,74.0,0,0,1,0,0.0,1,09:30:48
409,0,0,0,0,75.0,0,0,1,0,0.0,1,09:30:49
